#{"t_start": 1776440746.0961273, "env_id": "None"}
r,l,t,is_success,fusion_alpha
-12.745779,31,744.16586,False,0.95
-1.067912,31,749.484663,False,0.95
57.378542,15,752.103711,True,0.95
-22.530934,31,757.390926,False,0.95
-4.24219,31,762.484738,False,0.95
-8.986572,31,767.809841,False,0.95
-2.660667,31,773.102252,False,0.95
-3.358469,31,778.418971,False,0.95
-0.489376,31,783.745916,False,0.95
-20.566679,31,789.04525,False,0.95
-1.23779,31,794.387256,False,0.95
57.682501,15,797.014402,True,0.95
-11.66481,31,802.30057,False,0.95
-5.764997,31,807.677031,False,0.95
56.564753,13,809.968784,True,0.95
-12.485608,31,815.060922,False,0.95
58.542978,17,817.9228,True,0.95
59.759218,19,821.111944,True,0.95
-5.598876,32,826.433266,False,0.95
-12.734024,31,831.511665,False,0.95
53.613282,9,833.073658,True,0.95
59.127457,20,836.594255,True,0.95
-4.957315,31,841.884789,False,0.95
-12.326523,31,847.167358,False,0.95
61.658058,25,851.505801,True,0.95
-10.129859,31,856.830985,False,0.95
-25.200923,31,862.118804,False,0.95
56.099491,12,864.243888,True,0.95
-18.797639,31,869.52581,False,0.95
53.219104,7,870.766951,True,0.95
-14.489249,31,876.058418,False,0.95
-25.317139,31,881.341944,False,0.95
-2.51897,31,886.502791,False,0.95
-9.790337,31,891.793838,False,0.95
-14.851358,31,897.105195,False,0.95
-10.451308,31,902.221098,False,0.95
62.103788,24,906.26533,True,0.95
54.02527,9,907.788687,True,0.95
59.212995,18,910.845121,True,0.95
-2.281982,31,915.965185,False,0.95
-6.887852,31,921.057913,False,0.95
-23.113103,31,926.15102,False,0.95
-3.120948,31,931.269708,False,0.95
61.534891,23,935.132135,True,0.95
56.829045,14,937.5146,True,0.95
54.684063,9,939.038798,True,0.95
-19.896497,31,944.137752,False,0.95
58.379572,17,947.011096,True,0.95
-5.94347,31,952.098931,False,0.95
-14.849698,31,957.198098,False,0.95
-5.107969,31,962.080312,False,0.95
-22.543894,31,967.17936,False,0.95
-12.398638,31,972.281617,False,0.95
60.641337,23,976.144373,True,0.95
-0.482005,31,981.252023,False,0.95
-8.74398,31,986.352631,False,0.95
-22.99942,31,991.498435,False,0.95
-2.623135,31,996.664529,False,0.95
58.179391,16,999.376227,True,0.95
-1.778939,31,1004.488997,False,0.95
-22.586485,31,1009.595695,False,0.95
58.281562,18,1012.645013,True,0.95
58.498843,17,1015.510108,True,0.95
-4.562119,31,1024.861466,False,0.95
58.408204,19,1028.074606,True,0.95
-10.586192,31,1033.230575,False,0.95
59.14826,21,1036.790116,True,0.95
-3.775815,31,1041.946211,False,0.95
-12.043072,31,1047.111463,False,0.95
-12.836133,31,1052.282818,False,0.95
-6.534627,31,1057.418048,False,0.95
-7.24911,31,1062.54112,False,0.95
-12.561147,31,1067.696546,False,0.95
-8.1921,31,1072.837173,False,0.95
59.804749,22,1076.569572,True,0.95
-8.201506,31,1081.743861,False,0.95
58.620913,17,1084.631867,True,0.95
-6.247945,31,1089.772159,False,0.95
-18.494486,31,1094.950821,False,0.95
-11.937901,31,1100.079667,False,0.95
62.320677,24,1104.167314,True,0.95
-5.146428,31,1109.109998,False,0.95
-5.865024,31,1114.439754,False,0.95
-4.408784,31,1119.803172,False,0.95
-12.642833,31,1125.1164,False,0.95
60.120178,22,1129.023851,True,0.95
60.22477,20,1132.531154,True,0.95
-2.547551,31,1137.93276,False,0.95
58.430025,16,1140.754487,True,0.95
60.317175,20,1144.255948,True,0.95
-11.091836,31,1149.573452,False,0.95
-12.91534,31,1154.888449,False,0.95
-22.747998,31,1160.188189,False,0.95
53.593838,8,1161.61802,True,0.95
-25.379715,31,1166.923503,False,0.95
-24.739154,31,1172.2584,False,0.95
-7.260265,31,1177.586529,False,0.95
0.890429,31,1182.910828,False,0.95
-13.264377,31,1188.222478,False,0.95
-3.990179,31,1193.710373,False,0.95
56.730449,13,1196.030376,True,0.95
53.648409,7,1197.242016,True,0.95
-18.969109,31,1202.368603,False,0.95
-10.033832,31,1207.501098,False,0.95
50.509733,1,1207.6938,True,0.95
-5.839057,31,1212.814423,False,0.95
-12.536779,31,1217.936957,False,0.95
59.174454,18,1220.985445,True,0.95
55.298786,13,1223.182504,True,0.95
-1.667482,31,1228.363441,False,0.95
-13.298631,31,1233.485558,False,0.95
-13.267874,31,1238.663979,False,0.95
-21.929778,31,1243.874556,False,0.95
-5.361662,31,1249.023893,False,0.95
-9.429346,31,1254.156335,False,0.95
-7.786936,31,1259.351354,False,0.95
-10.572029,31,1264.616716,False,0.95
1.637781,31,1269.890879,False,0.95
62.105965,24,1274.08694,True,0.95
57.333932,14,1276.560811,True,0.95
-18.448511,31,1281.867675,False,0.95
56.49467,13,1284.146084,True,0.95
59.479617,18,1287.31651,True,0.95
1.833006,31,1292.630565,False,0.95
51.19226,4,1293.365311,True,0.95
-1.012017,31,1298.733633,False,0.95
-21.721289,31,1304.064972,False,0.95
-6.98696,31,1309.394121,False,0.95
-3.1737,31,1314.731543,False,0.95
