#{"t_start": 1776579751.623285, "env_id": "None"}
r,l,t,is_success,fusion_alpha
55.931406,12,2.422003,True,0.95
55.331657,16,4.966036,True,0.95
57.14268,15,7.297168,True,0.95
54.078525,29,12.144925,True,0.95
60.983674,24,15.945106,True,0.95
56.319926,12,17.94212,True,0.95
60.159317,23,21.645646,True,0.95
56.9724,18,24.488891,True,0.95
55.902254,67,34.917536,True,0.95
62.295972,24,38.669197,True,0.95
58.302127,18,41.520679,True,0.95
62.437583,28,45.85382,True,0.95
64.93074,69,56.443744,True,0.95
58.638654,18,59.35862,True,0.95
57.606922,16,61.830797,True,0.95
58.427844,20,64.855549,True,0.95
52.143854,37,70.54285,True,0.95
59.527659,21,73.730601,True,0.95
60.587116,23,77.175529,True,0.95
54.292722,9,78.587163,True,0.95
57.965373,23,82.071222,True,0.95
61.712087,111,99.047618,True,0.95
60.698629,25,103.07567,True,0.95
58.649571,24,106.745578,True,0.95
59.042242,65,116.389145,True,0.95
53.227667,7,117.459495,True,0.95
58.120806,38,123.114876,True,0.95
59.062464,51,130.677811,True,0.95
56.178835,17,133.224293,True,0.95
58.84326,74,144.216496,True,0.95
51.866463,4,144.844222,True,0.95
53.278897,50,152.277896,True,0.95
58.934475,20,155.285966,True,0.95
60.691163,112,171.872515,True,0.95
57.301363,18,174.578417,True,0.95
60.825815,35,179.787561,True,0.95
57.838417,20,182.782594,True,0.95
57.712353,23,186.228706,True,0.95
55.378318,15,188.498179,True,0.95
55.537755,19,191.356862,True,0.95
59.722172,20,194.361103,True,0.95
54.608921,19,197.212802,True,0.95
61.083589,25,200.990722,True,0.95
59.344099,23,204.446604,True,0.95
60.557103,23,207.907431,True,0.95
59.523882,23,211.367294,True,0.95
51.490344,42,217.658732,True,0.95
58.90201,20,220.683258,True,0.95
62.16388,27,224.756319,True,0.95
56.453472,13,226.781564,True,0.95
57.130441,62,235.817998,True,0.95
62.135487,23,239.184303,True,0.95
54.009362,50,246.489285,True,0.95
59.333572,20,249.433182,True,0.95
57.517294,15,251.642662,True,0.95
60.324679,32,256.322684,True,0.95
61.711902,26,260.154327,True,0.95
55.132314,12,261.936354,True,0.95
60.556835,26,265.986597,True,0.95
54.75952,10,267.51827,True,0.95
62.858515,29,272.068946,True,0.95
61.114103,24,275.603216,True,0.95
63.041133,27,279.549312,True,0.95
52.699991,54,287.461268,True,0.95
54.446508,51,294.907514,True,0.95
59.341009,32,299.613775,True,0.95
63.756376,78,320.658174,True,0.95
64.851639,68,330.691818,True,0.95
58.806378,20,333.725428,True,0.95
56.717858,15,335.987206,True,0.95
56.604428,21,339.339039,True,0.95
61.607702,23,342.923216,True,0.95
56.589307,17,345.505209,True,0.95
60.87072,25,349.278019,True,0.95
63.136984,32,354.228591,True,0.95
61.738014,23,357.834456,True,0.95
55.039913,12,359.715968,True,0.95
63.865949,40,365.792289,True,0.95
62.554669,52,373.807316,True,0.95
57.624593,16,376.308248,True,0.95
60.903959,23,379.899969,True,0.952
56.426873,16,382.407011,True,0.952
58.273192,18,385.195223,True,0.952
61.626306,25,389.020671,True,0.952
60.108656,23,392.563877,True,0.952
55.692741,61,401.86024,True,0.952
62.187653,27,405.9984,True,0.952
63.719192,30,410.541151,True,0.952
56.848082,17,413.176195,True,0.952
62.347316,28,417.506959,True,0.952
62.269186,27,421.623307,True,0.952
60.90785,23,425.162978,True,0.952
59.460656,65,435.08367,True,0.952
58.247221,21,438.304699,True,0.952
60.023443,53,446.30914,True,0.952
52.76395,6,447.249211,True,0.952
64.056216,32,452.17474,True,0.952
53.393094,8,453.441442,True,0.952
61.090049,24,457.084023,True,0.952
57.827683,58,465.967739,True,0.952
61.567459,26,469.943211,True,0.952
62.666912,28,474.19023,True,0.952
59.866978,24,477.863785,True,0.952
57.02462,71,488.601695,True,0.952
60.348288,28,492.905179,True,0.952
59.916095,22,496.29257,True,0.952
59.903861,22,499.68996,True,0.952
63.841872,30,504.309318,True,0.952
55.318451,16,506.912402,True,0.952
60.098794,23,510.672138,True,0.952
56.337268,16,513.305562,True,0.952
53.929346,62,522.906471,True,0.952
60.87317,27,527.005192,True,0.952
58.697615,18,529.742485,True,0.952
59.43888,25,533.511648,True,0.952
57.198311,67,543.734664,True,0.952
61.374371,24,547.454712,True,0.952
58.256368,23,551.039459,True,0.952
54.498175,13,553.08146,True,0.952
57.377059,49,560.452576,True,0.952
55.501697,15,562.729688,True,0.952
60.658387,21,565.905976,True,0.952
54.220697,42,572.193564,True,0.952
59.256101,44,578.780653,True,0.952
63.861964,51,586.40187,True,0.952
62.133042,99,601.171036,True,0.952
56.12005,17,603.761637,True,0.952
64.83711,32,608.581781,True,0.952
58.983001,21,611.752456,True,0.952
54.310003,9,613.132591,True,0.952
63.999581,31,617.799769,True,0.952
56.748745,16,620.252728,True,0.952
61.538489,25,624.078056,True,0.952
58.288639,24,627.685332,True,0.952
55.024223,44,642.823514,True,0.952
54.669716,16,645.297398,True,0.952
55.225533,54,653.563414,True,0.952
61.496212,28,657.788939,True,0.952
62.788654,25,661.677575,True,0.952
62.367986,25,665.524353,True,0.952
60.310733,26,669.484351,True,0.952
61.72855,26,673.4448,True,0.952
62.543759,26,677.432604,True,0.952
61.428988,24,681.180266,True,0.952
54.573815,11,682.89467,True,0.952
59.24692,19,685.882067,True,0.952
59.757615,20,688.957615,True,0.952
60.867362,23,692.518774,True,0.952
56.581549,14,694.693713,True,0.952
52.047435,4,695.338797,True,0.952
58.106849,37,700.962104,True,0.952
61.722808,23,704.471875,True,0.952
59.420233,22,707.835994,True,0.952
55.272236,11,709.544686,True,0.952
60.149476,24,713.194232,True,0.952
58.094584,17,715.816993,True,0.952
63.740473,32,720.731015,True,0.952
62.719709,29,725.189946,True,0.952
57.116871,15,727.504474,True,0.952
59.723242,23,731.058893,True,0.952
61.439867,24,734.780217,True,0.954
59.815306,27,738.914967,True,0.954
58.641751,31,743.664634,True,0.954
57.651146,17,746.290234,True,0.954
62.752731,28,750.604777,True,0.954
57.902645,20,753.703088,True,0.954
59.285469,20,756.801127,True,0.954
62.909605,30,761.590534,True,0.954
55.357985,64,771.608074,True,0.954
59.992014,22,774.951344,True,0.954
57.336518,19,777.818898,True,0.954
59.228737,23,781.312192,True,0.954
63.68015,65,791.189588,True,0.954
57.401896,22,794.522728,True,0.954
58.888027,21,797.741237,True,0.954
50.21654,1,797.935472,True,0.954
60.816436,25,801.770852,True,0.954
55.831833,16,804.206056,True,0.954
61.726126,23,807.704174,True,0.954
57.902319,20,810.758862,True,0.954
65.181286,71,821.420707,True,0.954
63.10949,30,825.944238,True,0.954
60.737111,26,829.81322,True,0.954
60.087538,26,833.750385,True,0.954
63.027181,27,837.857415,True,0.954
57.213964,16,840.296749,True,0.954
56.592813,14,842.452875,True,0.954
67.208448,114,859.572046,True,0.954
59.09942,18,862.29942,True,0.954
56.762973,26,866.235688,True,0.954
64.168931,30,870.81728,True,0.954
56.86033,17,873.442915,True,0.954
60.651415,69,883.962837,True,0.954
60.30035,21,887.1787,True,0.954
61.557021,86,900.212046,True,0.954
55.199315,13,902.212131,True,0.954
59.766214,23,905.743227,True,0.954
61.578666,26,909.673658,True,0.954
56.972946,48,916.945936,True,0.954
61.157278,29,921.378414,True,0.954
57.011388,62,930.788605,True,0.954
61.937038,27,934.899976,True,0.954
65.491311,54,943.09224,True,0.954
64.625165,33,948.383739,True,0.954
59.674243,23,952.092299,True,0.954
61.976432,30,965.454287,True,0.954
63.510213,29,969.848723,True,0.954
49.564132,1,970.035311,True,0.954
57.508104,15,972.343309,True,0.954
54.764886,58,981.154423,True,0.954
58.296978,57,989.817933,True,0.954
62.085744,23,993.32725,True,0.954
57.798842,24,997.000965,True,0.954
56.255231,15,999.316124,True,0.954
61.849887,31,1004.054394,True,0.954
56.825116,18,1006.831466,True,0.954
63.262027,29,1011.276922,True,0.954
59.079107,36,1016.759783,True,0.954
57.570494,68,1027.098625,True,0.954
58.392483,20,1030.17704,True,0.954
58.307765,26,1034.16162,True,0.954
56.907475,63,1043.754561,True,0.954
61.967031,25,1047.578481,True,0.954
62.107886,26,1051.586553,True,0.954
60.389362,27,1055.748257,True,0.954
49.973179,1,1055.934629,True,0.954
58.890464,61,1065.230203,True,0.954
59.546415,50,1072.833958,True,0.954
57.660891,107,1089.308134,True,0.954
57.353451,22,1092.762012,True,0.954
61.180973,36,1098.376943,True,0.954
61.584001,26,1102.455477,True,0.954
58.813096,66,1112.736463,True,0.954
60.619727,27,1116.955454,True,0.954
61.035585,24,1120.723463,True,0.954
61.484229,26,1124.829283,True,0.954
61.178818,25,1128.73017,True,0.954
67.311649,64,1138.484273,True,0.954
61.944791,25,1142.322531,True,0.954
59.582059,23,1145.866889,True,0.954
65.049055,37,1151.500355,True,0.956
57.404671,15,1153.824859,True,0.956
61.004605,32,1158.692909,True,0.956
58.654106,21,1161.902216,True,0.956
54.802637,14,1164.057745,True,0.956
58.371437,16,1166.510482,True,0.956
60.030805,22,1169.903578,True,0.956
58.234525,24,1173.58967,True,0.956
57.726617,17,1176.214798,True,0.956
54.435523,12,1178.081781,True,0.956
58.867722,21,1181.334523,True,0.956
60.81832,44,1188.061163,True,0.956
53.027939,9,1189.465807,True,0.956
59.862367,52,1197.426921,True,0.956
61.83477,27,1201.582696,True,0.956
67.102938,83,1214.284482,True,0.956
57.267042,67,1224.588027,True,0.956
61.740286,26,1228.557331,True,0.956
50.130698,1,1228.745095,True,0.956
55.46891,59,1237.680263,True,0.956
59.784914,20,1240.729969,True,0.956
60.658071,47,1247.856884,True,0.956
62.41945,32,1252.738083,True,0.956
60.903656,23,1256.256778,True,0.956
65.807999,108,1272.572387,True,0.956
57.655862,24,1276.234878,True,0.956
58.806626,22,1288.599206,True,0.956
56.821574,45,1295.425907,True,0.956
62.458049,25,1299.250014,True,0.956
61.601487,41,1305.479331,True,0.956
58.567747,21,1308.714349,True,0.956
61.373332,43,1315.253581,True,0.956
53.697313,12,1317.131443,True,0.956
57.500532,20,1320.260355,True,0.956
57.764113,20,1323.343513,True,0.956
59.134533,22,1326.758867,True,0.956
60.779465,27,1330.972178,True,0.956
59.679868,21,1334.219829,True,0.956
65.337696,38,1340.043937,True,0.956
55.580559,13,1342.071872,True,0.956
61.40438,72,1353.097929,True,0.956
55.357768,14,1355.261892,True,0.956
59.092815,22,1358.637932,True,0.956
54.959282,14,1360.805008,True,0.956
62.35747,35,1366.0417,True,0.956
61.070785,25,1369.870614,True,0.956
54.222503,11,1371.576289,True,0.956
55.143651,15,1373.89711,True,0.956
56.845649,58,1382.718391,True,0.956
55.233317,16,1385.175162,True,0.956
59.619684,25,1389.020022,True,0.956
56.885669,19,1391.946494,True,0.956
61.860102,29,1396.396265,True,0.956
59.516768,22,1399.784007,True,0.956
58.965061,22,1403.162054,True,0.956
56.3089,59,1412.149742,True,0.956
63.685879,30,1416.741991,True,0.956
57.126382,15,1419.063411,True,0.956
58.045646,54,1427.26963,True,0.956
63.847875,31,1431.984231,True,0.956
64.395238,50,1439.603553,True,0.956
55.130228,13,1441.617976,True,0.956
49.689752,1,1441.806033,True,0.956
61.089334,21,1445.023352,True,0.956
57.109381,19,1447.962025,True,0.956
63.225968,29,1452.41139,True,0.956
62.791384,39,1458.34827,True,0.956
62.232945,56,1466.881116,True,0.956
65.018361,40,1472.983478,True,0.956
62.212232,28,1477.282709,True,0.956
58.636023,25,1481.113189,True,0.956
58.010104,22,1484.497728,True,0.956
56.950744,19,1487.422686,True,0.956
59.999378,19,1490.344877,True,0.956
55.296896,15,1492.669457,True,0.956
56.119561,14,1494.833266,True,0.956
62.912949,29,1499.283329,True,0.956
55.826386,16,1501.757599,True,0.956
56.620754,62,1511.36349,True,0.956
61.514704,25,1515.302119,True,0.956
57.925589,21,1518.615426,True,0.958
62.261283,27,1522.872666,True,0.958
61.81627,67,1533.334609,True,0.958
56.473681,14,1535.554779,True,0.958
56.835935,19,1538.552619,True,0.958
59.728482,27,1542.789377,True,0.958
66.652616,38,1548.750084,True,0.958
65.122086,58,1557.826942,True,0.958
54.487186,11,1559.584241,True,0.958
57.627706,19,1562.592014,True,0.958
55.248028,15,1564.985607,True,0.958
56.268159,14,1567.217745,True,0.958
54.104606,8,1568.506228,True,0.958
55.249334,114,1586.318955,True,0.958
57.929361,39,1592.448504,True,0.958
58.588833,20,1595.644273,True,0.958
57.44488,15,1598.026922,True,0.958
55.097289,12,1599.944862,True,0.958
57.818098,17,1611.340389,True,0.958
62.857243,31,1616.28573,True,0.958
60.479978,24,1620.092373,True,0.958
60.651501,25,1624.047933,True,0.958
62.163163,30,1628.800548,True,0.958
64.471873,32,1633.856885,True,0.958
57.757667,59,1643.10421,True,0.958
58.523773,67,1653.681108,True,0.958
57.854099,52,1661.843959,True,0.958
58.865219,19,1664.858023,True,0.958
63.298655,42,1671.424893,True,0.958
57.601488,21,1674.734923,True,0.958
59.452863,24,1678.529173,True,0.958
57.301357,24,1682.32248,True,0.958
63.532977,32,1687.435436,True,0.958
64.578879,33,1692.623756,True,0.958
61.210323,25,1696.579701,True,0.958
60.807547,25,1700.555711,True,0.958
58.766975,22,1704.044867,True,0.958
62.314493,29,1708.641956,True,0.958
61.073544,24,1712.424386,True,0.958
51.015619,2,1712.77404,True,0.958
59.731831,24,1716.574726,True,0.958
62.964226,75,1728.352515,True,0.958
61.895292,24,1732.148016,True,0.958
63.11833,31,1737.028715,True,0.958
58.575225,17,1739.732212,True,0.958
62.447872,26,1743.837061,True,0.958
60.519492,60,1753.263708,True,0.958
60.288383,24,1757.072436,True,0.958
62.283549,24,1760.856834,True,0.958
63.177316,28,1765.282574,True,0.958
61.179697,34,1770.642441,True,0.958
61.601545,25,1774.600575,True,0.958
67.500652,42,1781.225789,True,0.958
53.893458,9,1782.672637,True,0.958
53.786413,10,1784.278444,True,0.958
59.312022,24,1788.082565,True,0.958
64.38864,32,1793.146896,True,0.958
57.072676,16,1795.700799,True,0.958
57.66892,16,1798.269486,True,0.958
54.315822,12,1800.198415,True,0.958
61.263284,65,1810.203417,True,0.958
58.098927,17,1812.848568,True,0.958
62.483851,26,1816.861867,True,0.958
63.160404,28,1821.199785,True,0.958
57.032952,43,1827.815283,True,0.958
57.025579,18,1830.619907,True,0.958
66.275495,36,1836.15784,True,0.958
59.674896,33,1841.229816,True,0.958
59.890095,24,1844.955391,True,0.958
52.922062,7,1846.058402,True,0.958
58.626045,22,1849.466325,True,0.958
59.49955,21,1852.727806,True,0.958
57.751493,37,1858.406866,True,0.958
65.377093,36,1863.94857,True,0.958
58.914806,20,1867.045958,True,0.958
58.97057,24,1870.848362,True,0.958
57.278462,17,1873.539696,True,0.958
60.240074,24,1877.261001,True,0.958
61.661017,72,1888.29073,True,0.958
57.93214,19,1891.237695,True,0.958
54.154329,11,1892.969533,True,0.96
59.62712,22,1896.406722,True,0.96
62.982758,30,1901.039953,True,0.96
59.180685,20,1904.135542,True,0.96
62.542655,31,1908.917902,True,0.96
58.319299,21,1912.184726,True,0.96
57.390977,19,1915.133378,True,0.96
64.081825,50,1922.833317,True,0.96
59.237529,22,1926.23377,True,0.96
62.324391,25,1930.092015,True,0.96
57.251837,17,1940.336832,True,0.96
50.008692,1,1940.535013,True,0.96
63.034114,27,1944.834668,True,0.96
57.482655,18,1947.707521,True,0.96
52.934043,36,1953.396013,True,0.96
58.966784,17,1956.098816,True,0.96
58.714216,18,1958.969188,True,0.96
56.889895,36,1964.659887,True,0.96
60.082878,23,1968.319318,True,0.96
64.592339,31,1973.221035,True,0.96
59.890262,36,1978.894108,True,0.96
58.419472,108,1995.458513,True,0.96
62.930611,34,2000.619461,True,0.96
64.273556,32,2005.571975,True,0.96
59.135068,22,2009.002105,True,0.96
57.826736,18,2011.812229,True,0.96
55.599392,13,2013.84903,True,0.96
60.732854,25,2017.734335,True,0.96
53.682856,8,2019.005412,True,0.96
59.719051,25,2022.882147,True,0.96
64.842636,37,2028.590106,True,0.96
59.310384,29,2033.064131,True,0.96
53.156896,7,2034.178794,True,0.96
53.301275,8,2035.445448,True,0.96
62.65707,35,2040.805835,True,0.96
63.664371,29,2045.315057,True,0.96
59.888296,21,2048.594811,True,0.96
60.167655,20,2051.714485,True,0.96
67.139201,42,2058.202367,True,0.96
63.906615,31,2063.007817,True,0.96
55.139687,29,2067.49721,True,0.96
64.917074,33,2072.648071,True,0.96
63.690925,32,2077.581544,True,0.96
56.611988,15,2079.904683,True,0.96
55.852698,16,2082.371464,True,0.96
55.496418,12,2084.231801,True,0.96
65.318745,36,2089.733145,True,0.96
56.137502,63,2099.351788,True,0.96
60.152933,26,2103.36374,True,0.96
54.462,25,2107.223712,True,0.96
61.480466,27,2111.431996,True,0.96
63.011484,31,2116.181042,True,0.96
58.098601,21,2119.441943,True,0.96
55.656081,19,2122.396604,True,0.96
57.814937,22,2125.811459,True,0.96
55.061342,63,2135.502314,True,0.96
56.570736,19,2138.461046,True,0.96
61.697086,26,2142.503437,True,0.96
62.224237,73,2153.723405,True,0.96
59.078369,22,2157.148454,True,0.96
55.997309,24,2160.876389,True,0.96
57.229171,48,2168.319523,True,0.96
57.323617,22,2171.855036,True,0.96
59.492471,24,2175.710773,True,0.96
62.307385,28,2180.166712,True,0.96
55.093149,13,2182.270633,True,0.96
53.146214,102,2198.345992,True,0.96
63.669783,34,2203.734495,True,0.96
58.239357,18,2206.60213,True,0.96
55.372721,59,2215.922758,True,0.96
64.638311,53,2224.30103,True,0.96
50.039062,37,2230.154641,True,0.96
61.197758,22,2233.660386,True,0.96
62.3122,28,2238.078619,True,0.96
62.610501,72,2249.449074,True,0.96
59.844819,21,2252.827072,True,0.96
60.241097,24,2256.621341,True,0.96
54.791705,13,2258.722518,True,0.96
54.355742,9,2268.778707,True,0.96
61.483525,29,2273.390411,True,0.96
59.609489,19,2276.42767,True,0.962
60.148214,20,2279.622029,True,0.962
58.238555,18,2282.455845,True,0.962
64.96181,33,2287.592083,True,0.962
58.37088,69,2298.247562,True,0.962
50.14113,31,2303.049995,True,0.962
57.901339,19,2306.026002,True,0.962
61.390628,27,2310.22619,True,0.962
63.636025,89,2323.940351,True,0.962
60.505763,24,2327.672517,True,0.962
59.835794,22,2331.104486,True,0.962
57.807762,17,2333.757926,True,0.962
55.237064,10,2335.334065,True,0.962
57.051414,19,2338.408139,True,0.962
58.351131,19,2341.67587,True,0.962
62.778588,31,2346.986501,True,0.962
64.091483,31,2352.276002,True,0.962
53.333313,8,2353.675738,True,0.962
60.948084,70,2365.594757,True,0.962
61.057696,25,2369.886193,True,0.962
57.298466,52,2378.716624,True,0.962
68.842492,52,2387.60481,True,0.962
55.805881,62,2398.157202,True,0.962
67.459131,129,2420.297953,True,0.962
61.299084,26,2424.864355,True,0.962
63.423117,29,2429.955868,True,0.962
64.995076,53,2439.205912,True,0.962
62.134708,30,2444.466514,True,0.962
64.726471,65,2455.761518,True,0.962
60.236282,41,2462.9046,True,0.962
54.823714,21,2466.593287,True,0.962
55.598144,14,2469.063427,True,0.962
60.801614,25,2473.456033,True,0.962
55.324527,14,2475.942905,True,0.962
61.219396,69,2487.958671,True,0.962
58.337275,60,2498.383172,True,0.962
