#{"t_start": 1776778095.5306222, "env_id": "None"}
r,l,t,is_success
61.915592,24,9329.132209,True
62.922725,35,9330.842802,True
59.722105,50,9333.277981,True
53.404319,9,9333.726318,True
61.703468,33,9335.333843,True
58.935918,64,9338.406056,True
56.515217,20,9339.389747,True
57.741436,46,9341.652516,True
62.285199,27,9342.982296,True
61.41184,27,9344.280387,True
55.035337,23,9345.41575,True
60.979561,47,9347.720189,True
59.807979,22,9349.051445,True
53.383381,8,9349.460323,True
59.177652,65,9352.597293,True
62.314928,30,9354.055676,True
53.102628,8,9354.460139,True
56.09737,59,9357.33985,True
59.077252,18,9358.212061,True
61.604149,68,9361.495329,True
63.426046,31,9363.04932,True
54.56046,11,9363.666893,True
60.009148,28,9365.030634,True
59.207134,68,9368.325691,True
64.01051,32,9369.867146,True
58.149018,23,9370.997466,True
63.654595,32,9372.547478,True
53.370522,8,9372.944282,True
55.485939,54,9375.565059,True
60.16291,25,9376.779247,True
56.022713,18,9377.675393,True
57.881015,18,9378.56637,True
59.126202,61,9386.958338,True
58.511456,44,9389.104372,True
55.397638,12,9389.696895,True
62.460719,28,9391.079173,True
65.88695,78,9394.841576,True
63.840227,73,9398.366331,True
60.702856,26,9399.625415,True
54.477616,12,9400.217714,True
54.389701,9,9400.66714,True
54.821089,13,9401.307238,True
53.64638,10,9401.803995,True
62.013361,35,9403.502824,True
60.255092,22,9404.576874,True
57.378565,17,9405.412727,True
53.085231,47,9407.722277,True
58.223181,19,9408.647887,True
57.121777,19,9409.590739,True
64.367769,39,9411.489594,True
62.560223,28,9412.999336,True
59.874296,22,9414.070162,True
58.787189,25,9415.298822,True
58.471209,41,9417.315287,True
64.798758,40,9419.281266,True
64.337991,60,9422.233911,True
62.318767,32,9423.907629,True
50.439746,1,9423.972878,True
63.984518,77,9427.694854,True
58.855833,19,9428.611311,True
58.803486,20,9429.590127,True
59.092661,60,9432.501319,True
56.117311,15,9433.23252,True
62.479311,33,9434.836819,True
52.65334,6,9435.138068,True
55.30538,11,9435.682108,True
57.539456,19,9436.615779,True
59.218228,48,9438.948914,True
53.237993,32,9440.537824,True
58.194429,63,9443.574576,True
57.657176,18,9444.47529,True
62.761164,28,9445.855942,True
55.077135,53,9448.423378,True
49.894709,1,9448.485423,True
60.540305,22,9449.558698,True
63.328864,29,9450.960003,True
66.361584,65,9454.128245,True
59.4988,22,9455.200328,True
60.543679,25,9456.416358,True
62.229549,29,9457.815609,True
59.275361,26,9459.078634,True
57.843223,19,9460.002127,True
53.039863,10,9460.503637,True
63.177131,32,9462.221881,True
59.527722,23,9463.35023,True
58.365506,18,9464.223048,True
56.214713,15,9464.963173,True
57.460961,57,9467.741899,True
56.054865,56,9470.447684,True
56.730735,14,9471.137615,True
63.131333,60,9474.068833,True
52.281954,7,9474.418342,True
58.178935,18,9475.298734,True
59.148721,21,9476.323157,True
60.058324,68,9479.630249,True
53.997381,9,9480.076463,True
62.789534,28,9481.435513,True
59.991811,23,9482.547383,True
61.784306,23,9483.731695,True
57.197788,18,9490.383394,True
60.045021,23,9491.505567,True
60.773809,24,9492.66454,True
53.795152,16,9493.483985,True
57.751443,44,9495.645162,True
54.078476,10,9496.14173,True
57.609714,21,9497.173315,True
55.447177,11,9497.717251,True
61.898555,37,9499.530988,True
60.566826,27,9500.849544,True
57.830549,22,9501.927411,True
59.873217,21,9502.945251,True
62.007934,25,9504.155373,True
61.860652,32,9505.732929,True
61.092491,32,9507.300425,True
59.63351,61,9510.280424,True
58.859437,22,9511.351484,True
61.391352,25,9512.565798,True
57.9625,21,9513.585589,True
54.298604,47,9515.895853,True
57.939038,18,9516.773381,True
59.636546,25,9517.985176,True
62.01898,25,9519.188967,True
57.142873,20,9520.171001,True
55.744671,15,9520.905263,True
55.077637,12,9521.500852,True
59.898654,19,9522.415526,True
58.163211,46,9524.679482,True
59.769121,26,9525.944986,True
57.398554,15,9526.681677,True
59.71527,20,9527.657683,True
62.003393,30,9529.136711,True
62.269983,26,9530.391241,True
63.289868,29,9531.812778,True
58.221123,19,9532.735683,True
56.927424,15,9533.462293,True
63.518604,53,9536.055289,True
54.267036,10,9536.548437,True
63.237978,31,9538.073239,True
59.850208,75,9541.687785,True
61.081415,30,9543.210179,True
62.679446,31,9544.704126,True
62.336115,27,9546.011196,True
58.173796,19,9546.94697,True
57.095177,17,9547.782952,True
65.363693,48,9550.120063,True
58.825799,18,9551.00279,True
58.9619,34,9552.668551,True
60.741261,26,9553.946057,True
53.928644,11,9554.500919,True
58.710379,20,9555.467529,True
60.498388,27,9556.779952,True
65.893118,65,9559.960654,True
61.461238,24,9561.110108,True
61.837881,33,9562.731145,True
56.232499,13,9563.375878,True
62.528309,57,9566.160414,True
61.374553,23,9567.273564,True
61.885211,28,9568.680147,True
59.954853,21,9569.690338,True
62.608904,33,9571.290179,True
61.67217,25,9572.511622,True
59.239485,62,9575.52684,True
60.557095,24,9576.698155,True
57.032144,14,9577.388889,True
63.553329,34,9579.06798,True
63.600271,30,9580.515921,True
57.469048,37,9582.326297,True
54.288092,9,9582.778616,True
58.569591,44,9584.944662,True
57.197764,19,9585.875,True
62.231683,27,9587.184275,True
61.410368,59,9590.07708,True
55.236357,13,9595.83952,True
62.145683,29,9597.255953,True
62.058051,28,9598.611854,True
60.36232,22,9599.69535,True
60.669781,23,9600.809266,True
61.976201,24,9601.972406,True
67.068601,58,9604.877783,True
59.372291,20,9605.845195,True
57.79834,46,9608.095187,True
55.258515,12,9608.690757,True
58.060007,17,9609.522878,True
61.530411,37,9611.338077,True
55.241034,43,9613.451626,True
61.655567,22,9614.502041,True
57.946687,18,9615.388837,True
61.557618,38,9617.242251,True
57.902294,18,9618.11954,True
61.208841,64,9621.260187,True
60.686919,67,9624.484932,True
61.346765,30,9625.940419,True
59.873259,28,9627.318401,True
59.806928,22,9628.383631,True
59.635535,22,9629.452815,True
59.534804,20,9630.443851,True
59.415458,20,9631.426404,True
59.257451,20,9632.400647,True
57.765848,26,9633.666817,True
59.276209,19,9634.588793,True
62.268883,27,9635.916301,True
63.036997,29,9637.369382,True
57.957618,20,9638.3464,True
60.552212,24,9639.515285,True
50.084036,1,9639.580366,True
57.209157,19,9640.506922,True
60.0684,23,9641.622749,True
59.459944,53,9644.207242,True
57.953555,58,9647.033559,True
53.676901,10,9647.531102,True
62.17293,43,9649.62222,True
60.829,23,9650.735927,True
58.749782,53,9653.345419,True
62.461953,25,9654.560786,True
58.297606,27,9655.869851,True
50.206066,1,9655.934354,True
59.254521,21,9656.972322,True
52.793838,7,9657.330825,True
55.875263,18,9658.221566,True
55.764623,15,9658.958225,True
57.991731,20,9659.928967,True
61.96467,42,9661.976076,True
60.390736,25,9663.268741,True
63.051373,29,9664.679372,True
58.822726,38,9666.528774,True
62.685637,29,9667.952003,True
53.480403,8,9668.345882,True
58.190148,22,9669.427059,True
56.502982,15,9670.170306,True
64.39836,47,9672.564273,True
58.277222,21,9673.592209,True
53.342036,8,9673.99204,True
55.60605,21,9675.014854,True
54.499488,48,9677.374306,True
60.516334,25,9678.600103,True
60.045941,23,9679.708818,True
58.029948,19,9680.631528,True
61.779196,28,9681.985729,True
62.025158,27,9683.302353,True
58.307232,61,9686.279213,True
58.743461,21,9687.300841,True
58.034523,25,9688.527677,True
56.7546,49,9690.916806,True
56.805352,58,9693.71558,True
58.001446,59,9701.364959,True
58.157815,23,9702.485124,True
59.808632,24,9703.638893,True
61.404311,26,9704.902761,True
50.103975,1,9704.966607,True
60.415547,29,9706.37517,True
53.302768,9,9706.82839,True
59.804801,22,9707.898535,True
58.978827,21,9708.931048,True
62.444122,73,9712.56746,True
58.548552,17,9713.420508,True
55.280841,11,9713.975889,True
60.490573,64,9717.180319,True
53.347631,8,9717.588847,True
65.479601,51,9720.136109,True
62.405112,27,9721.591334,True
60.202312,20,9722.63731,True
55.105265,11,9723.18482,True
55.489782,13,9723.829261,True
54.538302,12,9724.431434,True
63.224803,40,9726.370271,True
56.498292,18,9727.248158,True
58.588102,19,9728.179692,True
54.658406,10,9728.675482,True
53.800493,10,9729.169431,True
55.188418,11,9729.714392,True
58.403404,22,9730.784781,True
62.031141,29,9732.263133,True
58.762339,20,9733.238328,True
60.40767,25,9734.452314,True
61.131831,23,9735.566192,True
57.698006,16,9736.341724,True
61.085424,30,9737.798447,True
57.129607,16,9738.591467,True
61.969297,24,9739.748632,True
58.889193,19,9740.677921,True
57.44389,19,9741.601413,True
60.548195,23,9742.721498,True
58.405591,18,9743.623296,True
53.923976,12,9744.224661,True
54.195306,50,9746.673105,True
62.37046,25,9747.881954,True
55.870878,14,9748.566375,True
58.262111,22,9749.645496,True
61.672476,34,9751.323435,True
63.058593,30,9752.873096,True
54.34876,10,9753.375603,True
62.242843,36,9755.161974,True
62.791845,28,9756.509445,True
62.538351,29,9757.92497,True
65.051925,34,9759.578278,True
66.710299,70,9762.986981,True
58.274928,20,9763.969885,True
63.269475,29,9765.381839,True
63.082543,29,9766.791533,True
60.934775,26,9768.060297,True
57.552467,18,9768.939635,True
57.947917,17,9769.763675,True
55.212355,11,9770.307023,True
58.321296,19,9771.221002,True
59.799334,22,9772.298088,True
61.850793,27,9773.661074,True
55.379517,37,9775.485135,True
54.381144,9,9775.932152,True
59.956303,63,9779.002045,True
64.317917,48,9781.336819,True
52.779136,7,9781.759526,True
63.090865,26,9783.012126,True
59.936533,21,9784.03809,True
58.052328,25,9785.250313,True
58.13662,57,9788.017943,True
55.426308,15,9788.753083,True
58.395296,19,9789.68367,True
66.411031,37,9791.469593,True
61.758423,30,9792.973373,True
60.213201,24,9794.1521,True
56.957164,16,9794.936333,True
60.656709,25,9796.150837,True
64.987924,35,9797.833482,True
67.563119,41,9799.818605,True
63.732843,30,9806.169365,True
59.002647,23,9807.295017,True
56.018589,13,9807.940128,True
61.532673,24,9809.112634,True
62.426938,61,9812.086753,True
54.697039,45,9814.298011,True
62.227566,28,9815.651906,True
60.966261,23,9816.767198,True
61.085446,24,9817.934257,True
61.281435,68,9821.272562,True
59.591339,23,9822.39909,True
57.212931,19,9823.345991,True
62.676017,39,9825.235392,True
62.601526,28,9826.585152,True
56.640572,18,9827.471402,True
63.544545,53,9830.084105,True
59.544339,19,9831.013649,True
56.702853,17,9831.845005,True
57.683895,22,9832.920098,True
64.276291,46,9835.200258,True
59.619669,25,9836.417338,True
57.559116,25,9837.647862,True
60.763536,35,9839.363258,True
63.665031,31,9840.855494,True
61.532881,27,9842.225012,True
58.130343,18,9843.109855,True
61.305338,26,9844.390787,True
59.156557,22,9845.471441,True
66.647769,66,9848.675604,True
61.902019,35,9850.358924,True
2.645669,74,9853.968806,False
55.490355,15,9854.72771,True
56.651521,20,9855.709063,True
57.894739,21,9856.736002,True
54.918107,52,9859.275535,True
61.652523,47,9861.58531,True
66.485052,64,9864.717432,True
59.010988,22,9865.793476,True
62.214066,28,9867.158784,True
62.492785,37,9868.980377,True
60.030586,23,9870.104537,True
58.050895,20,9871.081599,True
60.903621,59,9873.958094,True
62.123087,34,9875.614601,True
55.059738,11,9876.155259,True
63.025082,56,9878.888523,True
57.776586,20,9879.865259,True
59.407757,22,9880.936227,True
63.168414,29,9882.35645,True
64.585069,40,9884.318047,True
53.769888,50,9886.771493,True
52.857211,11,9887.309799,True
64.40422,34,9888.94722,True
65.204322,38,9890.798624,True
56.186319,14,9891.502478,True
53.391631,11,9892.049259,True
62.930402,30,9893.632625,True
61.593068,27,9895.05943,True
62.027509,64,9898.386533,True
62.18875,66,9902.415646,True
57.594772,17,9903.357772,True
56.895307,15,9904.199074,True
58.547948,21,9905.416739,True
65.524665,36,9907.492986,True
56.213394,13,9908.236088,True
62.960909,63,9917.523108,True
56.282111,14,9918.381384,True
60.471371,23,9919.736215,True
56.696146,16,9920.598313,True
60.716653,22,9921.679844,True
53.416973,8,9922.094301,True
58.980428,33,9923.773508,True
61.562444,26,9925.140959,True
64.183442,33,9926.925333,True
61.190802,55,9929.871782,True
56.621553,14,9930.559291,True
63.563618,33,9932.159183,True
54.238694,12,9932.760424,True
57.101079,18,9933.65746,True
60.086632,56,9936.387886,True
57.009376,20,9937.377756,True
57.290005,17,9938.204889,True
61.140641,26,9939.493138,True
60.436135,23,9940.616068,True
63.894914,33,9942.391331,True
58.45913,58,9945.216627,True
61.894439,30,9946.679057,True
56.299299,16,9947.462721,True
61.287031,56,9950.209902,True
56.33661,17,9951.045686,True
59.078929,22,9952.145847,True
56.535347,15,9952.874758,True
54.179164,42,9954.930715,True
55.085791,24,9956.122602,True
58.411256,20,9957.11819,True
56.774041,15,9957.853077,True
57.385115,17,9958.68532,True
56.718231,14,9959.362312,True
57.98859,20,9960.342682,True
58.089211,17,9961.242973,True
62.273917,54,9963.878234,True
59.813431,53,9966.504998,True
61.206907,25,9967.725389,True
57.421272,16,9968.50703,True
60.615428,21,9969.534487,True
54.692744,13,9970.180231,True
63.191884,27,9971.498003,True
54.249521,10,9971.998016,True
62.002305,27,9973.304768,True
58.260374,61,9976.284214,True
56.698883,16,9977.063624,True
56.949735,15,9977.816087,True
53.205098,7,9978.165076,True
57.041977,18,9979.048673,True
62.198377,28,9980.408414,True
58.596124,19,9981.334095,True
54.245339,9,9981.780247,True
59.795551,22,9982.848675,True
66.597907,64,9985.950291,True
61.224926,23,9987.072382,True
64.906011,66,9990.317944,True
57.99568,21,9991.332461,True
58.085954,20,9992.317247,True
63.45057,29,9993.724582,True
63.030351,30,9995.175766,True
55.27976,13,9995.822201,True
59.105014,21,9996.851597,True
60.859467,24,9998.018667,True
55.46246,15,9998.754016,True
61.737684,26,10000.02697,True
62.945832,29,10001.43124,True
58.112583,53,10004.019966,True
60.413818,46,10006.271723,True
61.681787,26,10007.530042,True
63.099755,27,10008.839632,True
58.146469,24,10010.009068,True
60.500322,56,10012.768769,True
62.220773,28,10014.131708,True
63.02361,61,10022.364114,True
61.554822,23,10023.484259,True
60.815784,23,10024.608963,True
58.142286,22,10025.692232,True
60.968296,59,10028.580997,True
56.504544,14,10029.275384,True
60.723957,26,10030.545806,True
62.611382,64,10033.647636,True
57.226307,16,10034.428257,True
60.068306,23,10035.549212,True
53.153166,8,10035.947044,True
55.312854,12,10036.540524,True
65.199064,52,10039.08538,True
61.046961,26,10040.332631,True
64.408481,59,10043.219198,True
60.664,55,10045.899674,True
56.468104,46,10048.145891,True
61.338028,24,10049.322145,True
63.926866,32,10050.865194,True
61.047449,24,10052.029566,True
60.424699,21,10053.048431,True
63.133118,71,10056.500405,True
62.487443,27,10057.853398,True
59.531606,21,10058.880579,True
57.14675,18,10059.760179,True
58.19026,21,10060.781382,True
57.09748,16,10061.561686,True
56.735285,15,10062.309571,True
59.481357,21,10063.344228,True
63.725429,37,10065.135719,True
56.468614,14,10065.823177,True
58.504911,20,10066.79785,True
62.867863,32,10068.402342,True
55.191055,54,10071.044552,True
58.831168,23,10072.18346,True
49.922335,1,10072.243188,True
58.576691,19,10073.196043,True
57.575708,39,10075.123086,True
57.647346,16,10075.912591,True
54.367448,10,10076.409546,True
56.384029,16,10077.20119,True
61.62765,23,10078.330634,True
62.85963,27,10079.645363,True
57.040069,15,10080.447393,True
61.26592,41,10082.461457,True
61.254477,24,10083.641179,True
60.131394,23,10084.764072,True
55.57433,12,10085.359304,True
62.789769,27,10086.678231,True
59.897789,23,10087.798918,True
55.200869,12,10088.393827,True
60.111825,23,10089.507639,True
59.032436,20,10090.474769,True
59.837421,23,10091.581552,True
54.413138,35,10093.323305,True
60.448283,24,10094.490784,True
63.564637,32,10096.045449,True
60.913022,32,10097.601302,True
62.700619,70,10101.018216,True
60.258881,25,10102.235811,True
62.329123,32,10103.788756,True
60.924408,22,10104.86498,True
60.448079,22,10105.92454,True
64.009666,71,10109.399071,True
63.95316,36,10111.14262,True
54.178407,49,10113.555532,True
61.853206,28,10114.921765,True
57.453894,17,10115.756042,True
56.723,16,10116.540907,True
63.522686,38,10118.414845,True
60.054061,21,10119.442105,True
60.811864,48,10126.933267,True
52.141605,19,10127.87428,True
61.743887,24,10129.034877,True
60.381572,23,10130.157288,True
64.642585,31,10131.662946,True
58.131181,23,10132.793383,True
55.207417,11,10133.338462,True
67.425089,39,10135.228119,True
60.403901,25,10136.450309,True
54.305709,10,10136.947553,True
58.726233,45,10139.162755,True
67.932537,56,10141.990688,True
62.667937,27,10143.295111,True
63.438072,28,10144.652178,True
58.415296,21,10145.680653,True
57.480531,19,10146.615205,True
67.404094,78,10150.409348,True
59.898365,43,10152.528812,True
63.336997,35,10154.229759,True
59.575056,21,10155.27199,True
61.988421,28,10156.650154,True
60.8753,23,10157.776797,True
63.790919,32,10159.315751,True
63.384176,29,10160.729205,True
57.762649,19,10161.652167,True
56.837967,18,10162.528485,True
54.696591,12,10163.115701,True
58.083499,23,10164.240314,True
63.069422,30,10165.681949,True
56.633362,23,10166.820673,True
56.974001,19,10167.750411,True
60.946957,25,10168.987445,True
61.906276,27,10170.302686,True
57.957921,19,10171.235186,True
56.057804,15,10171.970108,True
58.374712,20,10172.975529,True
53.333561,9,10173.481358,True
63.55892,30,10175.139066,True
60.2274,24,10176.334012,True
58.469898,22,10177.414839,True
57.582262,57,10180.280283,True
62.330034,34,10181.973312,True
59.130901,60,10184.939632,True
60.778203,32,10186.549211,True
61.125638,24,10187.740906,True
56.21297,16,10188.571488,True
56.040805,15,10189.359487,True
50.068532,1,10189.435005,True
65.375333,48,10191.974256,True
60.505441,21,10193.015992,True
56.944272,19,10193.961306,True
62.698774,30,10195.419325,True
58.895582,25,10196.660198,True
60.833589,23,10197.815047,True
58.325701,22,10198.887226,True
55.367267,14,10199.651836,True
60.481364,23,10200.789814,True
60.888616,65,10203.959085,True
61.349135,25,10205.161444,True
60.117691,25,10206.391723,True
66.292098,53,10208.969657,True
63.069661,56,10211.721182,True
61.549052,27,10213.035677,True
58.03736,19,10213.966785,True
59.668825,25,10215.195262,True
59.719041,22,10216.270925,True
61.197207,34,10217.947266,True
54.712291,10,10218.438317,True
58.354664,18,10219.322005,True
60.678853,21,10220.331043,True
58.628516,60,10223.256049,True
58.080951,17,10224.081,True
56.158266,35,10225.79291,True
58.757526,19,10226.704935,True
57.088138,16,10227.492055,True
55.910875,15,10233.419245,True
62.525997,26,10234.730271,True
59.796674,61,10237.794461,True
59.797194,63,10241.030237,True
59.51034,22,10242.240068,True
58.32887,19,10243.248764,True
58.079718,18,10244.151675,True
50.053144,1,10244.215463,True
61.46846,24,10245.403113,True
63.373324,29,10246.879326,True
58.935271,21,10247.924247,True
58.743222,22,10249.022217,True
60.98916,22,10250.089499,True
59.663683,22,10251.182978,True
64.087084,30,10252.846238,True
62.881526,27,10254.361764,True
53.345895,8,10254.808818,True
51.122962,3,10255.001152,True
54.298613,47,10257.954889,True
65.484419,35,10259.819174,True
56.612865,17,10260.681869,True
50.073018,1,10260.743846,True
53.923762,15,10261.512019,True
63.668497,28,10262.983585,True
54.113718,32,10265.040854,True
55.205982,11,10265.739969,True
58.018651,18,10266.854282,True
64.091291,48,10269.776946,True
60.711848,22,10271.043894,True
59.162998,22,10272.29065,True
56.527147,16,10273.563085,True
57.880685,19,10274.743634,True
63.34377,27,10276.496245,True
62.818559,30,10278.241995,True
61.653397,26,10279.751956,True
55.05206,49,10282.435618,True
56.251807,15,10283.233648,True
59.947226,21,10284.408064,True
61.032611,25,10285.748626,True
62.212202,29,10287.173527,True
58.928934,21,10288.209329,True
61.501506,25,10289.443286,True
62.6939,31,10290.9722,True
63.697269,31,10292.511166,True
58.425789,24,10293.696174,True
61.627394,24,10294.996443,True
57.61534,17,10295.95189,True
60.978318,24,10297.176548,True
54.631343,15,10297.929218,True
61.289248,25,10299.146337,True
62.853915,30,10300.62763,True
55.65222,13,10301.277865,True
58.865907,19,10302.207966,True
59.129396,21,10303.327779,True
61.32987,25,10304.624733,True
55.262632,15,10305.442275,True
55.091823,15,10306.321629,True
54.441843,9,10306.807489,True
52.29416,22,10307.95945,True
68.268413,80,10312.181342,True
56.02822,16,10313.005232,True
57.695276,57,10315.838919,True
58.791175,31,10317.448106,True
58.760406,20,10318.527068,True
54.537545,30,10320.139174,True
57.110201,18,10321.020067,True
60.171428,26,10322.379926,True
61.065963,23,10323.512876,True
62.710584,29,10324.964136,True
62.26674,25,10326.235081,True
61.108515,22,10327.335251,True
58.012774,52,10329.981388,True
60.901253,26,10331.430248,True
60.603196,23,10332.719032,True
62.379288,32,10334.627199,True
62.661402,27,10336.292443,True
61.30146,27,10337.89013,True
64.184476,32,10339.700596,True
55.812879,14,10340.523055,True
58.586936,20,10341.635154,True
58.227842,18,10342.526196,True
60.061263,24,10348.480808,True
62.579773,32,10350.158563,True
53.067534,7,10350.546983,True
55.454277,41,10352.729216,True
60.678076,24,10353.930225,True
60.414005,23,10355.07779,True
61.565054,26,10356.401674,True
59.983435,23,10357.629018,True
58.627881,21,10358.723734,True
61.006389,24,10359.996343,True
57.430654,19,10361.07552,True
56.629842,15,10361.870349,True
55.722538,14,10362.605147,True
57.732582,16,10363.448195,True
65.911497,48,10366.015994,True
58.238419,19,10367.027316,True
54.72899,29,10368.609482,True
57.236263,19,10369.692039,True
60.740267,23,10370.921277,True
61.548493,25,10372.698621,True
61.419088,25,10374.101421,True
58.510211,20,10375.088344,True
61.438531,25,10376.398294,True
62.274152,59,10379.399284,True
56.185608,20,10380.372276,True
57.5692,22,10381.458976,True
59.530564,21,10382.547953,True
60.508123,23,10383.70834,True
54.845104,11,10384.2591,True
59.528367,19,10385.187157,True
56.579899,18,10386.088728,True
64.591951,44,10388.214891,True
60.050445,21,10389.24268,True
62.296888,25,10390.445264,True
61.294177,26,10391.691027,True
62.410833,28,10393.204294,True
62.144805,29,10394.826225,True
63.673746,29,10396.443892,True
63.738459,62,10399.56636,True
56.932066,19,10400.506816,True
52.928354,7,10400.854435,True
62.961162,29,10402.320338,True
60.005596,21,10403.447287,True
55.817002,55,10406.231656,True
60.661434,63,10409.305247,True
63.19813,62,10412.280878,True
59.292221,19,10413.190778,True
63.709961,28,10414.525813,True
55.181083,12,10415.1645,True
57.372923,17,10416.008356,True
59.982262,23,10417.148055,True
62.788123,30,10418.600506,True
59.045318,20,10419.570809,True
57.751645,17,10420.422952,True
55.418013,12,10421.052256,True
60.595542,29,10422.517855,True
61.306769,27,10423.830047,True
59.550346,20,10424.818816,True
61.488783,31,10426.442537,True
54.618385,11,10427.046333,True
56.220552,46,10429.701891,True
61.461569,27,10431.225952,True
63.549487,43,10433.553039,True
58.742483,19,10434.538583,True
55.053604,41,10436.724073,True
62.18965,23,10437.920298,True
57.021753,15,10438.699646,True
54.854546,12,10439.353204,True
57.812399,18,10440.412164,True
53.679033,10,10440.991426,True
60.445358,26,10442.392779,True
58.758949,56,10445.495615,True
58.921848,19,10446.530299,True
62.251652,26,10447.894203,True
56.806335,20,10448.993423,True
57.700641,18,10449.928792,True
53.695915,8,10450.391431,True
63.439244,53,10453.103511,True
50.063659,1,10453.191332,True
56.187988,13,10453.895243,True
59.647828,24,10460.453336,True
60.031652,22,10461.600674,True
57.274389,16,10462.413488,True
57.803607,18,10463.30226,True
63.682885,34,10464.937029,True
61.21328,64,10468.057669,True
61.344883,27,10469.34669,True
56.02859,12,10469.907628,True
57.453816,16,10470.667795,True
58.381991,18,10471.561967,True
65.129332,43,10473.647622,True
57.523772,26,10474.956258,True
60.602168,63,10478.253942,True
60.193357,22,10479.353544,True
61.209371,24,10480.583477,True
58.589324,20,10481.661374,True
68.163498,53,10484.302145,True
62.220661,24,10485.508851,True
56.886045,17,10486.40682,True
62.374741,41,10488.45382,True
56.095475,15,10489.210851,True
60.558257,23,10490.321911,True
58.004469,59,10493.111418,True
56.161,14,10493.855704,True
53.771823,8,10494.251219,True
65.440988,50,10496.608871,True
59.244213,20,10497.557974,True
59.724326,22,10498.616298,True
55.862747,15,10499.336313,True
57.143958,16,10500.09243,True
53.068553,10,10500.575705,True
60.243794,46,10502.729879,True
58.9483,22,10503.75922,True
60.156706,33,10505.346095,True
60.010831,22,10506.373854,True
61.519334,24,10507.494266,True
56.125553,16,10508.270758,True
58.108879,19,10509.178683,True
53.907063,9,10509.609966,True
64.115692,43,10511.640016,True
61.927048,27,10512.899503,True
57.145148,19,10513.797832,True
58.070783,22,10514.86246,True
57.568039,59,10517.72307,True
62.413674,52,10520.357911,True
60.69118,23,10521.458959,True
61.224844,25,10522.650128,True
61.360862,24,10523.779562,True
60.456929,26,10525.005082,True
64.385997,30,10526.404263,True
60.654127,23,10527.473595,True
60.727086,24,10528.626384,True
63.933765,58,10531.373114,True
68.152026,79,10535.046009,True
61.876671,25,10536.20887,True
61.702376,29,10537.637186,True
62.03881,24,10538.78081,True
56.720272,17,10539.597807,True
62.295913,27,10540.929215,True
58.701449,19,10541.858667,True
59.055111,21,10542.886546,True
55.83369,14,10543.572038,True
63.596179,38,10545.409719,True
56.391361,14,10546.081615,True
62.197206,25,10547.268675,True
61.055493,26,10548.531544,True
57.304075,16,10549.305232,True
55.872524,13,10549.930485,True
61.335955,56,10552.566494,True
55.42036,12,10553.138329,True
59.611982,20,10554.166205,True
58.440158,21,10555.170391,True
55.767565,14,10555.844356,True
63.360696,49,10558.215867,True
59.323534,22,10559.278665,True
58.469664,22,10565.714079,True
53.308333,8,10566.106237,True
56.298946,14,10566.767739,True
65.84051,52,10569.200299,True
56.466272,16,10569.958417,True
56.987786,15,10570.680845,True
61.652639,25,10571.84212,True
61.010482,59,10574.670732,True
61.857306,25,10575.891281,True
59.080318,35,10577.569873,True
58.468129,21,10578.558641,True
64.782068,47,10580.780897,True
59.435864,23,10581.879267,True
63.361911,29,10583.29506,True
53.779679,9,10583.741775,True
52.958814,7,10584.089706,True
57.623093,17,10584.909191,True
60.46499,23,10586.0006,True
54.637085,52,10588.520813,True
63.87902,48,10590.832397,True
55.096018,12,10591.407278,True
61.407114,25,10592.606248,True
61.9719,27,10593.912024,True
56.564493,15,10594.682084,True
63.013762,27,10596.003085,True
58.579542,20,10596.961158,True
59.744559,24,10598.084896,True
61.90042,25,10599.248013,True
57.998164,59,10601.996761,True
63.336646,34,10603.5919,True
61.624624,27,10604.847109,True
52.703055,7,10605.184644,True
62.065336,28,10606.489235,True
53.162297,7,10606.83164,True
67.034596,76,10610.437836,True
56.162826,14,10611.095089,True
54.886437,14,10611.750707,True
59.139228,20,10612.700846,True
56.0035,15,10613.47256,True
54.471019,11,10614.017313,True
61.996455,26,10615.322648,True
58.937978,21,10616.349809,True
59.813456,28,10617.688922,True
60.043792,21,10618.695344,True
56.914154,17,10619.532117,True
62.973142,29,10620.930926,True
58.865943,19,10621.860239,True
63.340684,27,10623.178214,True
63.012989,66,10626.352774,True
59.803646,25,10627.584755,True
54.513957,42,10629.666944,True
55.742648,21,10630.712903,True
61.45919,26,10631.992187,True
61.307382,22,10633.071522,True
58.655708,24,10634.207844,True
60.302776,25,10635.391576,True
57.373439,58,10638.164929,True
58.840722,20,10639.139873,True
58.99358,20,10640.105029,True
61.095487,25,10641.355951,True
62.136237,27,10642.709166,True
58.266149,17,10643.605676,True
55.597597,15,10644.405206,True
63.515336,29,10645.831549,True
61.440647,66,10649.240941,True
59.936914,28,10650.851123,True
61.704999,23,10652.083612,True
58.513487,18,10653.070932,True
58.765091,24,10654.336406,True
60.914913,27,10655.753709,True
62.233773,25,10657.075612,True
61.684398,33,10658.820929,True
60.872478,24,10660.083513,True
53.694763,9,10660.60376,True
60.534625,24,10661.90065,True
60.6861,24,10663.1651,True
61.3607,66,10671.561867,True
60.558316,20,10672.547757,True
58.073987,16,10673.400049,True
53.068305,7,10673.762596,True
59.188615,19,10674.702872,True
65.091244,34,10676.373673,True
58.260573,22,10677.524357,True
62.087068,26,10678.992682,True
61.761537,25,10680.403422,True
58.573391,18,10681.481591,True
53.528467,9,10682.070701,True
