#{"t_start": 1776778095.5306222, "env_id": "None"}
r,l,t,is_success
58.573468,20,13688.580431,True
58.274594,21,13689.558641,True
59.398746,20,13690.500355,True
55.533904,13,13691.104848,True
58.798251,20,13692.032221,True
61.522413,25,13693.227571,True
61.030436,25,13694.410242,True
59.270811,19,13695.312863,True
64.135427,42,13697.23236,True
56.112054,14,13697.894402,True
59.602554,20,13698.82695,True
55.415295,39,13700.636961,True
59.840625,21,13701.627289,True
60.65131,22,13702.667635,True
54.900152,13,13703.285651,True
57.894281,17,13704.095937,True
59.056118,20,13705.039946,True
62.658313,29,13706.44783,True
57.033617,16,13707.251292,True
60.303217,23,13708.336688,True
59.291148,21,13709.331372,True
55.915226,12,13709.904021,True
67.549079,44,13711.96219,True
62.78921,28,13713.332599,True
60.080847,25,13714.499274,True
49.884036,1,13714.56012,True
56.678251,17,13715.340523,True
61.709156,25,13716.531796,True
61.133199,26,13717.733307,True
59.033461,20,13718.681063,True
60.871442,24,13719.809742,True
60.556134,24,13720.954034,True
60.284341,23,13726.427422,True
56.817684,36,13728.093409,True
62.123065,43,13730.07169,True
64.529374,31,13731.533293,True
59.00255,23,13732.604808,True
60.685069,25,13733.751477,True
57.306981,15,13734.460345,True
59.184533,22,13735.462843,True
64.153236,30,13736.847131,True
56.670775,45,13738.905519,True
65.027006,67,13742.004673,True
59.529506,21,13742.988402,True
67.210025,41,13744.894871,True
59.041081,37,13746.601665,True
59.901939,23,13747.686712,True
53.936097,51,13750.011512,True
60.392525,25,13751.16956,True
57.079874,20,13752.103379,True
60.315841,21,13753.096299,True
62.166454,51,13755.457488,True
62.238001,28,13756.774358,True
63.711781,47,13758.925033,True
59.620153,21,13759.919974,True
53.774952,8,13760.301865,True
59.678065,26,13761.501658,True
57.494391,19,13762.40094,True
59.509911,24,13763.501876,True
59.548038,24,13764.608684,True
57.248042,15,13765.327798,True
57.903391,20,13766.2773,True
53.856945,8,13766.716658,True
55.536938,11,13767.246557,True
54.235328,11,13767.781311,True
59.159494,66,13770.812552,True
61.839407,29,13772.158673,True
53.305569,7,13772.496666,True
64.261135,32,13773.995557,True
61.583298,41,13775.878326,True
60.105803,22,13776.932223,True
61.456383,24,13778.068334,True
65.559264,65,13781.057293,True
62.317091,24,13782.203372,True
63.876011,29,13783.564149,True
59.339283,23,13784.653931,True
60.811399,36,13786.300945,True
57.387421,18,13787.146545,True
57.459554,19,13788.035625,True
56.814523,16,13788.772403,True
62.338037,24,13789.910379,True
56.068564,15,13790.621467,True
59.32114,33,13792.130072,True
60.089152,25,13793.289437,True
60.369196,65,13796.26057,True
56.396776,15,13796.974996,True
59.040211,20,13797.930485,True
56.139612,15,13798.621155,True
55.705841,12,13799.181815,True
54.552819,11,13799.717951,True
62.416397,27,13800.98541,True
63.125498,30,13802.375581,True
61.049483,22,13803.437847,True
56.60339,16,13804.194862,True
61.954279,23,13805.288119,True
53.971885,51,13807.640932,True
62.584095,26,13808.883376,True
62.228785,52,13811.272986,True
55.470974,46,13813.390095,True
61.314358,24,13814.528466,True
62.766801,29,13815.894431,True
50.196237,1,13815.955027,True
63.460434,49,13818.213513,True
57.870282,18,13819.068043,True
55.959776,14,13819.740966,True
64.107054,43,13826.597504,True
54.88659,49,13828.866043,True
58.898304,44,13830.87643,True
56.798712,17,13831.663676,True
60.768834,21,13832.655286,True
65.28496,33,13834.183306,True
53.931889,9,13834.610542,True
55.746765,13,13835.24282,True
59.074095,20,13836.194644,True
64.952834,37,13837.915985,True
58.817435,60,13840.712252,True
60.150023,22,13841.755491,True
61.912395,23,13842.875674,True
59.740215,24,13844.001749,True
58.463665,20,13844.942201,True
53.873609,15,13845.649821,True
55.488365,15,13846.36886,True
63.243218,29,13847.724094,True
59.595426,20,13848.652766,True
64.114753,61,13851.481034,True
62.161907,26,13852.702007,True
56.861728,18,13853.545593,True
58.674355,60,13856.315408,True
60.76744,26,13857.528817,True
60.502562,22,13858.569383,True
62.513211,27,13859.897142,True
64.397296,47,13862.056933,True
61.530249,61,13864.841867,True
58.55726,61,13867.6319,True
60.556791,22,13868.681499,True
60.369599,24,13869.805888,True
63.629657,43,13871.78137,True
57.843695,17,13872.600702,True
54.811322,53,13875.053591,True
57.748864,18,13875.904831,True
61.346001,25,13877.117948,True
61.678675,28,13878.409275,True
58.852761,50,13880.712295,True
60.920261,22,13881.760305,True
61.658886,24,13882.903461,True
63.300524,29,13884.251534,True
59.287254,21,13885.325181,True
60.097464,23,13886.45138,True
53.831462,12,13887.012471,True
59.740949,21,13887.996127,True
61.36387,24,13889.118079,True
57.521659,22,13890.142249,True
63.22834,29,13891.516118,True
57.095897,57,13894.148016,True
56.687432,14,13894.815989,True
59.465839,20,13895.767665,True
55.052813,12,13896.347273,True
53.168135,7,13896.693715,True
57.191999,15,13897.420844,True
60.146949,24,13898.540061,True
55.019435,13,13899.161383,True
60.011935,21,13900.183048,True
59.178453,26,13901.397729,True
57.449193,16,13902.153152,True
60.514195,22,13903.197268,True
60.8614,23,13904.2954,True
57.567694,16,13905.070012,True
53.849407,39,13906.844753,True
63.736849,30,13908.245184,True
55.020582,11,13908.772439,True
60.341482,22,13909.829355,True
54.84205,12,13910.413528,True
59.952553,23,13911.479963,True
55.946702,15,13912.199004,True
54.519047,12,13912.767132,True
60.696506,26,13913.973747,True
54.706105,13,13914.586245,True
57.394988,17,13915.394783,True
62.72482,57,13918.013712,True
57.847428,18,13918.853794,True
63.001244,29,13920.222693,True
61.887302,26,13921.45247,True
62.771578,28,13927.545905,True
60.130222,25,13928.712615,True
56.399566,14,13929.376994,True
58.054355,19,13930.280605,True
54.271902,9,13930.710384,True
61.857588,26,13931.967073,True
62.917075,29,13933.405982,True
61.894058,25,13934.592119,True
67.305269,50,13936.884238,True
55.473125,14,13937.554973,True
56.697942,14,13938.212239,True
60.87395,24,13939.377083,True
58.383255,20,13940.333345,True
60.801494,23,13941.430592,True
53.384467,46,13943.549331,True
59.687865,19,13944.507346,True
60.812514,25,13945.665776,True
51.053027,29,13947.007181,True
55.981869,14,13947.657633,True
53.92549,31,13949.080472,True
63.846686,57,13951.692757,True
53.776357,10,13952.169156,True
57.451584,17,13952.977823,True
62.712799,31,13954.419675,True
58.91758,20,13955.357142,True
59.623794,21,13956.363625,True
58.389185,51,13958.700541,True
54.905328,11,13959.227787,True
54.799779,11,13959.748121,True
60.540547,22,13960.799744,True
57.394699,16,13961.562436,True
59.777862,22,13962.617226,True
57.407715,17,13963.445176,True
63.933429,31,13964.928573,True
59.637256,20,13965.878821,True
61.11423,23,13966.964491,True
58.090811,20,13967.903375,True
53.191435,7,13968.248866,True
62.488559,29,13969.612705,True
59.947419,23,13970.717377,True
53.328826,7,13971.063125,True
58.699179,18,13971.915833,True
59.114321,22,13972.946159,True
61.787288,25,13974.147536,True
58.941895,21,13975.149153,True
62.423258,27,13976.444362,True
58.44239,18,13977.322037,True
55.497665,13,13977.941406,True
61.834089,26,13979.185151,True
54.435331,10,13979.663325,True
60.439092,24,13980.806692,True
62.182801,27,13982.108971,True
54.557625,11,13982.627908,True
63.791227,30,13984.03684,True
60.005549,20,13985.001606,True
62.942684,62,13987.880268,True
60.589162,25,13989.06022,True
62.787157,60,13991.816684,True
59.565027,23,13992.887368,True
63.093932,28,13994.203541,True
54.094648,49,13996.452202,True
56.613918,16,13997.199098,True
62.592477,27,13998.459617,True
60.298748,22,13999.502659,True
57.756717,56,14002.112524,True
63.447007,28,14003.50021,True
58.56225,20,14004.44333,True
62.252051,65,14007.438143,True
63.221899,29,14008.820226,True
55.13379,12,14009.393844,True
58.800008,18,14010.236806,True
57.419502,17,14011.066738,True
58.753516,18,14011.921142,True
62.993,28,14013.230512,True
61.682121,27,14014.544278,True
58.642877,19,14015.44725,True
61.067375,26,14016.675913,True
63.717443,55,14019.208847,True
61.468835,24,14020.354083,True
62.598049,26,14021.639299,True
50.506649,1,14021.703592,True
59.548826,20,14022.648149,True
59.898235,40,14029.154179,True
60.656921,23,14030.237938,True
56.658779,20,14031.160945,True
56.316167,14,14031.828219,True
57.724802,19,14032.731237,True
57.505562,17,14033.544029,True
55.242894,13,14034.146869,True
55.841648,51,14036.520613,True
67.477816,37,14038.278983,True
54.211047,11,14038.79983,True
58.012529,16,14039.562114,True
58.536891,19,14040.458699,True
53.223719,50,14042.75142,True
65.368502,47,14044.918233,True
59.896633,20,14045.860162,True
60.4704,23,14046.94294,True
63.742312,60,14049.710637,True
60.184123,24,14050.872991,True
55.860695,13,14051.49687,True
59.68747,19,14052.401957,True
61.14201,26,14053.670626,True
62.193669,25,14054.862753,True
58.632104,21,14055.853383,True
56.311213,36,14057.486346,True
54.534295,11,14058.022785,True
56.863679,16,14058.768857,True
61.761937,25,14059.965008,True
59.087454,59,14062.765467,True
58.269674,17,14063.561792,True
56.605848,17,14064.369966,True
61.176127,25,14065.615218,True
59.981293,23,14066.710019,True
61.621314,25,14067.915621,True
53.223477,12,14068.494185,True
59.387043,19,14069.40062,True
54.699333,10,14069.900846,True
53.770058,8,14070.284663,True
60.801311,25,14071.4873,True
54.287215,11,14071.99972,True
59.630947,21,14072.989132,True
62.753971,29,14074.369487,True
64.850974,34,14075.942374,True
66.522235,36,14077.650579,True
59.200012,21,14078.646641,True
54.692139,53,14081.084568,True
62.896785,30,14082.484849,True
59.590173,21,14083.491972,True
57.888048,22,14084.51101,True
57.33285,16,14085.282161,True
56.231423,16,14086.041311,True
61.942921,66,14089.114141,True
58.175832,19,14089.999593,True
58.600294,20,14090.944711,True
63.402119,28,14092.252897,True
62.532969,43,14094.233068,True
63.752063,31,14095.759544,True
63.210589,29,14097.145946,True
55.847985,12,14097.706326,True
57.431767,15,14098.418542,True
60.090189,58,14101.086984,True
54.653352,11,14101.606847,True
64.081954,51,14103.939696,True
59.064609,58,14106.841321,True
60.312663,21,14107.854938,True
56.689129,14,14108.524468,True
61.708077,27,14109.824357,True
58.766563,41,14111.723627,True
59.20687,20,14112.682209,True
57.211342,19,14113.574468,True
55.243606,15,14114.274071,True
60.16615,21,14115.270939,True
60.16695,22,14116.327603,True
60.882146,24,14117.473282,True
57.816192,20,14118.411384,True
61.95668,49,14120.684989,True
62.606466,60,14123.542804,True
57.521085,16,14124.287741,True
59.332478,23,14130.301065,True
60.344489,21,14131.291609,True
63.094708,27,14132.56368,True
63.485406,30,14133.967288,True
66.559782,66,14137.015022,True
62.51124,27,14138.278566,True
59.549224,46,14140.409997,True
62.485578,69,14143.622604,True
57.032657,15,14144.327831,True
59.151708,20,14145.263753,True
67.460242,68,14148.363644,True
61.288299,25,14149.543725,True
57.355136,17,14150.338567,True
60.431157,25,14151.503986,True
55.365573,21,14152.491018,True
57.089236,16,14153.247618,True
62.306394,49,14155.513317,True
54.244516,43,14157.496354,True
53.952363,37,14159.193385,True
62.513454,26,14160.424111,True
56.216612,14,14161.082405,True
67.232702,52,14163.488876,True
56.397142,15,14164.203718,True
55.172015,13,14164.804003,True
63.009726,51,14167.137371,True
59.653513,21,14168.123753,True
62.772313,30,14169.512901,True
62.474421,40,14171.37077,True
61.858757,26,14172.593646,True
55.86251,13,14173.220112,True
58.788771,20,14174.182279,True
56.06282,51,14176.547001,True
56.587526,16,14177.300878,True
55.593077,12,14177.868942,True
63.834222,57,14180.578971,True
57.725588,19,14181.486341,True
57.060704,18,14182.332487,True
58.366934,20,14183.280221,True
55.048076,12,14183.851286,True
60.533567,22,14184.913282,True
57.127933,16,14185.66713,True
64.44222,31,14187.150245,True
60.288808,23,14188.242848,True
66.180423,63,14191.143012,True
60.303795,22,14192.172209,True
63.302057,27,14193.445414,True
58.596742,32,14194.911666,True
55.073621,13,14195.552092,True
59.93574,21,14196.5621,True
57.24958,17,14197.385692,True
57.032628,16,14198.148854,True
59.841233,24,14199.266878,True
56.434269,16,14200.029411,True
54.981839,18,14200.870486,True
59.404129,23,14201.975324,True
58.476492,36,14203.635948,True
61.267264,25,14204.848461,True
62.220267,54,14207.312049,True
62.825016,30,14208.720667,True
54.996613,14,14209.382497,True
58.408274,20,14210.321985,True
57.353336,18,14211.176152,True
61.737689,26,14212.419618,True
57.368347,19,14213.314382,True
56.998415,19,14214.196128,True
60.8029,22,14215.274313,True
61.307714,25,14216.480068,True
63.184657,27,14217.794252,True
55.960166,15,14218.496509,True
55.377166,12,14219.07586,True
55.292886,11,14219.595795,True
64.810552,72,14222.966809,True
64.654565,61,14225.784497,True
63.454998,28,14232.197477,True
60.849959,21,14233.212355,True
55.094855,42,14235.149777,True
59.366658,21,14236.147704,True
55.438558,13,14236.77282,True
54.773543,35,14238.381982,True
57.278883,18,14239.235495,True
62.229696,37,14241.011931,True
56.981001,17,14241.811168,True
57.343043,19,14242.69205,True
55.17611,13,14243.2997,True
53.818789,10,14243.791402,True
64.996709,35,14245.44173,True
57.464258,17,14246.248123,True
63.869331,66,14249.267678,True
55.883239,13,14249.897598,True
56.946317,15,14250.619132,True
60.361886,30,14252.014459,True
60.609994,25,14253.19578,True
63.290971,43,14255.172545,True
63.335193,29,14256.522406,True
62.628899,27,14257.804929,True
60.543245,52,14260.195731,True
62.145035,28,14261.60005,True
57.737804,17,14262.409865,True
57.853875,17,14263.215322,True
63.990747,40,14265.077635,True
55.297193,14,14265.750804,True
59.621051,23,14266.821476,True
56.29121,17,14267.614108,True
56.639793,46,14269.728371,True
53.706359,9,14270.174181,True
61.551941,66,14273.22192,True
55.867675,14,14273.883317,True
57.822125,16,14274.647344,True
62.593436,30,14276.059389,True
59.313635,19,14276.987836,True
60.393494,25,14278.171221,True
61.283414,26,14279.386612,True
54.160565,10,14279.862264,True
60.947004,61,14282.699827,True
61.555182,48,14284.915981,True
57.752917,18,14285.77018,True
61.197483,25,14286.99181,True
59.216321,20,14287.935858,True
68.75884,56,14290.527832,True
62.205023,61,14293.337436,True
61.355866,25,14294.508842,True
57.484613,17,14295.3351,True
53.949128,13,14295.947946,True
58.705399,22,14296.969882,True
64.76713,32,14298.469225,True
63.921857,62,14301.389874,True
59.79571,21,14302.390979,True
59.510775,31,14303.840928,True
63.552341,30,14305.262479,True
60.988993,23,14306.355153,True
54.995271,14,14307.009821,True
63.302054,52,14309.402853,True
61.758598,26,14310.657705,True
57.584371,17,14311.48605,True
61.490202,26,14312.695657,True
63.543151,28,14314.02167,True
62.590768,26,14315.283934,True
64.429646,45,14317.388944,True
59.738662,20,14318.34862,True
66.158813,38,14320.140836,True
52.870804,35,14321.734136,True
62.812472,28,14323.058513,True
59.670262,55,14325.623289,True
63.545689,30,14327.060688,True
55.336815,31,14333.431612,True
57.117314,15,14334.140407,True
63.284575,28,14335.474092,True
58.918383,58,14338.140656,True
54.563075,13,14338.773216,True
56.863487,15,14339.494544,True
58.274056,34,14341.063013,True
61.030793,25,14342.263548,True
62.666439,28,14343.58361,True
58.328735,19,14344.486056,True
55.973701,14,14345.153773,True
63.170048,30,14346.590084,True
61.917188,25,14347.78901,True
61.84203,26,14349.040773,True
53.416957,8,14349.424346,True
57.347117,51,14351.758227,True
64.190875,31,14353.207971,True
49.779021,1,14353.266196,True
57.754695,19,14354.143578,True
59.85555,20,14355.109939,True
61.851572,24,14356.26686,True
64.021526,43,14358.275085,True
61.528384,24,14359.504993,True
59.603123,45,14361.565717,True
58.488709,21,14362.557865,True
61.544263,28,14363.868722,True
59.482473,22,14364.921424,True
61.948389,25,14366.129021,True
57.814183,18,14366.982882,True
58.557126,61,14369.7999,True
59.888941,21,14370.804587,True
57.119753,20,14371.728104,True
57.809369,18,14372.59216,True
57.651475,41,14374.481516,True
67.035937,53,14376.919685,True
55.299012,12,14377.495679,True
61.895733,28,14378.824237,True
57.110305,16,14379.601626,True
58.253901,17,14380.421004,True
66.105149,49,14382.691776,True
65.44511,50,14385.002033,True
62.164364,25,14386.181998,True
51.886686,5,14386.435572,True
60.917845,24,14387.60814,True
55.827837,51,14389.957636,True
60.247968,22,14391.003674,True
62.622174,48,14393.206632,True
60.871741,36,14394.867139,True
58.469516,20,14395.8411,True
60.047857,22,14396.903918,True
63.632341,49,14399.181722,True
57.552208,21,14400.175307,True
62.950462,33,14401.730833,True
54.249155,12,14402.289793,True
62.35925,27,14403.593796,True
57.256489,18,14404.448197,True
59.183266,22,14405.506521,True
58.194993,20,14406.456032,True
61.117369,44,14408.492883,True
60.558579,62,14411.383088,True
52.243426,15,14412.08201,True
58.237063,21,14413.059462,True
56.929199,20,14413.991585,True
54.231149,9,14414.417244,True
55.48907,12,14414.986866,True
52.684457,30,14416.359238,True
60.123485,23,14417.450213,True
66.675699,40,14419.333109,True
58.575396,20,14420.272922,True
60.071062,22,14421.334805,True
57.389696,19,14422.220723,True
57.163018,18,14423.056177,True
61.747639,25,14424.262406,True
58.192363,20,14425.217447,True
62.808891,28,14426.557621,True
63.022464,28,14427.935183,True
52.189258,31,14433.867327,True
61.907788,24,14435.010072,True
59.431197,21,14436.007684,True
64.294773,32,14437.500213,True
61.22275,26,14438.709313,True
57.395191,16,14439.474534,True
64.082539,31,14440.914602,True
62.21776,25,14442.140765,True
62.87314,29,14443.497252,True
55.161485,15,14444.199825,True
65.564315,74,14447.626379,True
60.4915,22,14448.666073,True
54.269726,11,14449.187874,True
58.346741,19,14450.089341,True
60.852667,26,14451.316094,True
56.833554,18,14452.145943,True
54.787286,10,14452.626827,True
55.933345,13,14453.240008,True
60.239572,25,14454.424003,True
62.494299,28,14455.725425,True
55.15028,12,14456.310573,True
55.954985,15,14457.016763,True
56.097935,14,14457.702257,True
60.953379,24,14458.82233,True
58.171709,59,14461.572296,True
59.799253,23,14462.644546,True
57.69114,19,14463.547621,True
55.691942,16,14464.293014,True
60.238464,24,14465.445491,True
59.749315,23,14466.53809,True
58.01141,57,14469.216408,True
56.421364,13,14469.82884,True
61.011871,23,14470.894443,True
63.302949,29,14472.257311,True
53.035589,36,14473.969257,True
65.868139,50,14476.321259,True
58.331686,17,14477.120042,True
61.668265,25,14478.368924,True
57.491068,18,14479.209949,True
58.717097,18,14480.050049,True
63.356125,27,14481.301392,True
54.874962,11,14481.81991,True
58.609652,19,14482.704856,True
57.823036,18,14483.544976,True
62.250641,25,14484.709462,True
57.436771,56,14487.316554,True
57.75233,19,14488.197911,True
59.083424,20,14489.142359,True
57.815148,50,14491.443575,True
61.778546,49,14493.704498,True
61.638575,25,14494.881481,True
55.542557,13,14495.493554,True
59.10653,20,14496.425837,True
59.153544,25,14497.585428,True
49.890536,1,14497.645545,True
61.195133,26,14498.881968,True
58.40582,19,14499.78399,True
59.902153,21,14500.772296,True
52.635887,6,14501.058001,True
59.099401,21,14502.03917,True
58.424056,18,14502.893633,True
59.101736,20,14503.83875,True
61.522486,56,14506.404186,True
60.778043,23,14507.483412,True
59.133212,24,14508.596809,True
62.04325,33,14510.120084,True
60.544964,23,14511.200691,True
60.132976,24,14512.310866,True
58.815428,25,14513.460761,True
58.194708,18,14514.315003,True
54.713409,11,14514.830559,True
54.314332,12,14515.382651,True
61.161378,25,14516.564502,True
61.724974,23,14517.623765,True
54.648229,10,14518.095243,True
54.588038,11,14518.61846,True
63.358146,30,14520.137704,True
55.802089,15,14520.850731,True
58.801351,20,14521.781684,True
56.756159,49,14524.037338,True
58.389056,17,14524.843129,True
57.956168,19,14525.726562,True
59.729561,21,14526.706697,True
62.174405,26,14527.91245,True
58.21716,17,14528.722255,True
61.785903,23,14534.375843,True
59.046279,20,14535.310072,True
62.096695,25,14536.494814,True
62.530755,44,14538.581163,True
62.746904,28,14539.887657,True
59.316199,21,14540.881369,True
59.559618,24,14542.00842,True
61.732732,49,14544.258449,True
55.503997,14,14544.907229,True
61.65258,32,14546.391169,True
57.185831,19,14547.273424,True
60.673172,60,14550.023877,True
53.29703,8,14550.415776,True
57.158081,16,14551.149128,True
62.993972,29,14552.597605,True
56.375272,14,14553.261669,True
56.05224,15,14553.959504,True
57.621479,21,14554.931295,True
58.363088,19,14555.827708,True
59.035692,20,14556.761517,True
58.609006,19,14557.654922,True
57.063782,17,14558.436944,True
56.703966,44,14560.485412,True
60.683641,23,14561.558034,True
61.189043,25,14562.73588,True
62.179393,27,14564.011685,True
57.555792,16,14564.756844,True
56.371625,15,14565.462705,True
61.637491,61,14568.272418,True
63.410924,30,14569.685425,True
57.376007,17,14570.476547,True
61.782643,27,14571.734231,True
61.798479,24,14572.842409,True
56.641944,27,14574.095376,True
60.642912,21,14575.096208,True
62.923163,26,14576.324725,True
61.732302,26,14577.582349,True
61.266818,23,14578.659219,True
63.135945,47,14580.83636,True
57.028358,16,14581.593533,True
57.898059,17,14582.379725,True
60.984357,23,14583.451801,True
61.506932,25,14584.655236,True
57.994349,19,14585.536261,True
59.319399,21,14586.519572,True
65.04979,47,14588.693797,True
61.847925,25,14589.847472,True
49.872427,1,14589.909647,True
55.482672,13,14590.526435,True
55.863855,13,14591.143571,True
63.218028,27,14592.409641,True
54.658175,10,14592.895356,True
52.158515,33,14594.41275,True
55.712272,15,14595.115902,True
57.893351,17,14595.901862,True
61.349026,25,14597.133857,True
55.960287,16,14597.873909,True
62.148011,26,14599.10575,True
62.738162,40,14600.954229,True
56.162741,16,14601.689476,True
63.874327,45,14603.763506,True
62.721842,63,14606.674493,True
56.878312,15,14607.361261,True
59.602404,19,14608.249667,True
62.121734,33,14609.782657,True
52.110862,38,14611.539771,True
54.676742,13,14612.143735,True
55.507766,12,14612.724111,True
57.453433,16,14613.474289,True
57.045921,19,14614.342674,True
61.381109,24,14615.459338,True
59.185775,22,14616.491279,True
60.972843,23,14617.563215,True
56.1128,15,14618.262465,True
59.725408,20,14619.208066,True
58.184404,17,14620.004852,True
55.973792,14,14620.660972,True
55.658214,12,14621.223063,True
61.200866,24,14622.359097,True
60.604313,24,14623.479356,True
64.421139,41,14625.376884,True
58.545411,22,14626.400142,True
61.924819,55,14628.91749,True
58.224917,23,14634.579823,True
56.573698,15,14635.278029,True
58.623065,19,14636.156531,True
62.576649,27,14637.431956,True
64.210029,31,14638.894959,True
62.325579,27,14640.148721,True
61.763167,25,14641.320039,True
54.84739,50,14643.617172,True
54.171768,17,14644.412757,True
58.580989,61,14647.225855,True
60.302071,23,14648.328491,True
61.920066,24,14649.445171,True
61.331068,29,14650.78998,True
56.753497,17,14651.58321,True
61.887254,25,14652.755978,True
61.46903,48,14654.979244,True
56.69331,17,14655.831306,True
56.383217,15,14656.533675,True
62.177991,66,14659.56313,True
65.353093,61,14662.362448,True
59.480583,22,14663.39319,True
60.457484,24,14664.527906,True
62.960786,27,14665.77503,True
57.102277,16,14666.519374,True
56.284622,13,14667.124339,True
62.206285,27,14668.472229,True
62.227271,26,14669.689148,True
53.699011,8,14670.072608,True
57.94308,19,14670.950853,True
58.31627,19,14671.843255,True
62.13123,27,14673.192845,True
57.588749,15,14673.890184,True
62.054701,25,14675.042644,True
64.29692,36,14676.696778,True
63.701649,31,14678.250596,True
62.004988,24,14679.373895,True
56.649619,15,14680.075944,True
60.461036,24,14681.216907,True
59.612073,31,14682.665326,True
60.547171,22,14683.688317,True
53.931842,32,14685.165487,True
57.885129,18,14685.999746,True
62.580113,29,14687.399109,True
59.350608,61,14690.216926,True
60.502816,23,14691.282846,True
55.850301,14,14691.938928,True
54.699695,12,14692.499738,True
56.929462,17,14693.298258,True
61.655579,25,14694.491192,True
57.847181,17,14695.280969,True
66.996611,54,14697.740644,True
57.137781,19,14698.620657,True
60.036436,21,14699.619802,True
61.145255,22,14700.643688,True
56.255854,18,14701.475482,True
54.808436,12,14702.045212,True
62.768858,28,14703.347466,True
60.722568,46,14705.476239,True
60.257672,23,14706.542638,True
59.568066,21,14707.54648,True
52.800294,7,14707.879606,True
60.575792,42,14709.807845,True
59.883247,23,14710.876084,True
57.077998,16,14711.615937,True
54.466751,10,14712.094546,True
60.411893,54,14714.630635,True
57.138479,15,14715.381042,True
61.66606,25,14716.560218,True
61.08876,26,14717.754868,True
59.46819,24,14718.864701,True
56.69817,14,14719.53803,True
61.101871,25,14720.742652,True
54.541176,11,14721.26891,True
62.030183,24,14722.383131,True
59.734242,40,14724.254246,True
49.712354,1,14724.309645,True
61.173695,26,14725.592163,True
55.384343,33,14727.113011,True
59.597944,19,14728.014715,True
58.377609,19,14728.920288,True
62.558667,26,14730.172182,True
58.187886,19,14735.48878,True
63.652054,28,14736.799467,True
57.182448,17,14737.604731,True
58.508712,18,14738.436051,True
59.497971,32,14739.921715,True
53.058901,8,14740.302713,True
57.816857,16,14741.062195,True
61.4308,25,14742.28109,True
55.39296,42,14744.244345,True
54.249932,11,14744.776299,True
61.954632,27,14746.112963,True
59.142122,22,14747.141161,True
58.40053,19,14748.041737,True
59.828718,22,14749.082194,True
61.073977,56,14751.636499,True
59.977738,21,14752.603397,True
56.925259,14,14753.268391,True
58.130547,18,14754.096837,True
60.149388,62,14756.954482,True
58.034103,58,14759.645139,True
61.191062,25,14760.819605,True
52.244147,45,14762.88754,True
56.100681,14,14763.557723,True
54.793149,10,14764.026193,True
61.274603,24,14765.169356,True
61.734374,26,14766.415367,True
57.850502,24,14767.531404,True
53.803404,9,14767.959605,True
58.994579,21,14768.954511,True
64.605402,33,14770.486813,True
59.252723,44,14772.515254,True
60.898585,23,14773.613925,True
58.607596,17,14774.465335,True
51.57427,41,14776.364278,True
58.111709,18,14777.215985,True
58.998147,61,14780.013332,True
58.911142,20,14780.939533,True
61.031094,60,14783.694567,True
58.981788,21,14784.691155,True
61.199986,45,14786.765018,True
54.81489,11,14787.29263,True
62.177988,27,14788.629085,True
61.21301,24,14789.755215,True
60.124305,20,14790.696554,True
61.639499,25,14791.887853,True
54.449719,9,14792.312495,True
61.524694,25,14793.518924,True
58.242256,21,14794.496051,True
57.338411,17,14795.29869,True
55.366827,15,14795.996679,True
60.308779,23,14797.067408,True
63.833808,45,14799.115445,True
62.647479,27,14800.386667,True
62.209493,27,14801.669108,True
53.87489,18,14802.507828,True
57.16376,21,14803.47835,True
64.437397,40,14805.333453,True
56.915035,16,14806.093359,True
52.813387,47,14808.257023,True
57.697583,18,14809.107759,True
63.917975,68,14812.253821,True
57.342934,16,14813.000437,True
55.166077,13,14813.61046,True
62.19274,26,14814.812418,True
61.657284,56,14817.411987,True
57.722605,16,14818.170071,True
66.947145,37,14819.885712,True
59.918657,22,14820.919495,True
59.398964,21,14821.914842,True
62.651967,26,14823.154428,True
58.685124,18,14824.002736,True
53.346135,22,14825.015351,True
63.115627,26,14826.226055,True
62.525678,37,14827.934613,True
54.860531,11,14828.458837,True
61.042017,25,14829.638237,True
60.864867,23,14835.295844,True
61.308139,23,14836.364734,True
65.445542,64,14839.327218,True
57.754298,18,14840.178125,True
58.592295,21,14841.167896,True
62.291577,38,14842.921206,True
60.420075,23,14844.028269,True
57.039276,38,14845.772921,True
55.567318,34,14847.332175,True
54.749048,10,14847.809327,True
63.137938,26,14849.035717,True
58.065685,29,14850.380054,True
60.208532,25,14851.545115,True
60.216896,20,14852.488959,True
53.857705,8,14852.873162,True
56.738704,14,14853.521088,True
55.594537,15,14854.225056,True
62.46956,28,14855.580431,True
56.974722,19,14856.45451,True
58.425447,18,14857.300869,True
62.087751,26,14858.500654,True
59.094805,20,14859.433161,True
55.199884,38,14861.180133,True
62.496844,27,14862.442364,True
57.381472,23,14863.522182,True
60.413575,23,14864.589492,True
62.064294,25,14865.750724,True
63.88105,30,14867.127873,True
55.64263,52,14869.503314,True
58.627691,20,14870.438148,True
61.206796,25,14871.610205,True
55.466209,15,14872.307199,True
53.19489,39,14874.098501,True
59.384961,37,14875.797755,True
61.675464,24,14876.910072,True
62.115067,25,14878.07533,True
59.72143,21,14879.067788,True
53.880691,49,14881.32506,True
62.250693,67,14884.401172,True
59.119174,18,14885.254391,True
55.570721,16,14886.005873,True
61.691361,27,14887.298955,True
63.25585,29,14888.661991,True
62.317829,66,14891.689864,True
