#{"t_start": 1773982596.0599632, "env_id": "None"}
r,l,t
57.622361,18,5272.848317
58.605978,19,5276.174655
63.13252,30,5281.399579
59.629232,53,5290.549881
60.144011,23,5294.557606
58.462689,18,5297.71212
57.247682,14,5300.165822
56.285243,15,5302.776664
61.068783,21,5306.44606
59.707949,21,5310.102106
60.57499,21,5313.742284
61.675223,25,5318.102094
64.361159,30,5323.280697
62.774019,27,5327.982887
57.15063,24,5332.151343
62.748531,41,5339.244734
60.247404,23,5343.233743
56.60731,16,5346.029704
59.44761,21,5357.647729
60.834369,24,5361.76401
64.047776,45,5369.539099
55.049,12,5371.639048
54.686593,21,5375.285878
59.207426,19,5378.589955
61.761194,25,5382.77459
58.411979,16,5385.566223
51.210974,39,5392.332299
59.433276,21,5395.962675
57.823236,54,5405.313335
56.35368,13,5407.599997
51.338096,44,5415.203501
58.724709,18,5418.340965
58.917418,21,5421.976226
58.649419,19,5425.278831
54.752248,10,5427.039325
60.149102,20,5430.523397
57.215708,17,5433.490651
60.455614,65,5444.753772
59.03044,20,5448.232411
60.799226,73,5460.833233
56.001484,14,5463.269584
60.917735,26,5467.792701
61.699424,25,5472.152653
61.80724,25,5476.502766
52.045922,54,5485.869201
52.462846,5,5486.753603
62.782441,44,5494.366315
63.09043,27,5499.062927
52.575271,38,5505.649941
58.429665,17,5508.624663
58.934445,63,5519.5509
57.999636,17,5522.525971
63.551985,28,5527.366339
64.305126,50,5536.011953
55.891791,13,5538.27904
62.013781,25,5542.628336
61.06905,25,5546.98837
61.844061,24,5551.175858
53.620556,8,5552.582847
53.633161,30,5557.771996
53.72778,43,5565.217884
55.581205,33,5570.939245
57.531407,17,5573.894653
62.587608,26,5578.417526
63.814644,28,5583.261106
59.139158,40,5590.179066
58.912929,58,5600.28282
57.228993,19,5603.603728
53.628964,53,5612.869892
54.348988,10,5614.650227
60.838038,56,5624.446405
59.66856,20,5627.961696
59.884201,20,5631.476477
50.287476,44,5639.145293
57.076357,17,5642.116547
56.320366,14,5644.593688
58.792613,20,5648.076757
62.971215,30,5653.325052
59.33444,19,5656.664335
56.923108,15,5659.298362
61.635934,25,5663.737562
58.008158,57,5673.717487
63.297755,28,5678.628315
63.361247,30,5683.906004
56.053965,67,5695.657491
58.75449,21,5699.371512
54.988861,60,5709.866572
54.81227,11,5711.820397
62.979267,28,5724.64715
59.619962,19,5727.964757
57.153065,15,5730.587855
54.822312,35,5736.648757
61.253135,25,5741.012483
56.45695,16,5743.793891
52.627583,5,5744.683033
53.031901,8,5746.103973
61.554761,22,5749.920794
57.016053,14,5752.369219
58.076296,16,5755.174043
62.955576,60,5765.585619
65.176117,65,5776.886029
57.355689,18,5780.022664
58.562263,17,5782.98429
56.719559,18,5786.110653
60.403184,20,5789.593326
60.665056,65,5800.876554
57.750098,35,5806.959783
54.909504,11,5808.893395
59.352551,18,5812.034186
59.736635,23,5816.024262
60.106415,23,5820.0558
62.910608,29,5825.102078
60.977808,24,5829.296046
65.832491,69,5841.267779
62.346985,27,5845.785632
56.063787,12,5847.888375
57.601781,54,5857.250434
60.282354,23,5861.243625
58.561093,19,5864.549911
61.964994,25,5868.918962
59.906412,21,5872.59018
57.214106,17,5875.54079
64.41424,31,5880.910074
54.596273,15,5883.517332
64.371054,30,5888.754977
62.059261,26,5893.154147
61.395388,25,5897.522098
59.096094,18,5900.666161
65.066084,76,5913.849231
58.089339,19,5917.164243
56.969053,17,5920.108376
54.850816,10,5921.85515
61.102033,29,5926.847034
51.201726,29,5931.74022
56.425059,14,5934.126432
62.585692,26,5938.552021
61.329852,25,5942.804419
62.999538,27,5947.377304
59.466111,22,5951.122812
60.193383,20,5954.508475
62.387992,27,5959.080693
63.718071,30,5964.169422
52.315565,10,5965.877359
58.606636,21,5969.438775
55.811334,19,5972.643013
63.184897,29,5977.45039
62.179979,26,5981.85406
67.318058,38,5988.222674
59.457135,19,5991.453566
61.309982,25,5995.50884
58.009631,21,5999.047909
56.64237,60,6009.179407
58.535393,20,6012.554878
54.541954,9,6014.094148
61.871662,24,6018.150596
57.165483,16,6020.885915
53.921124,8,6022.262422
59.62019,19,6025.488505
58.072192,19,6028.713945
59.014839,26,6033.111757
62.325441,40,6039.855005
61.829598,23,6043.755761
57.297044,17,6046.641431
63.374111,47,6054.8112
55.931799,15,6057.444149
60.480636,21,6061.107322
54.031534,9,6062.696299
60.843878,23,6066.701872
61.78096,24,6070.883567
63.117503,51,6087.066434
56.28523,13,6089.340144
57.546315,15,6091.96607
63.532261,48,6100.294781
56.792643,15,6102.908191
61.977417,26,6107.442689
62.208976,27,6111.990539
63.358673,55,6121.537994
62.153772,24,6125.753416
61.790367,67,6137.488286
57.744635,16,6140.319445
58.08925,21,6144.00499
57.061273,57,6154.020387
57.797491,18,6157.184789
61.500173,23,6161.201877
59.332681,19,6164.522445
55.323454,12,6166.635664
58.717126,21,6170.372998
54.264136,9,6171.983633
58.112033,56,6181.847749
60.495004,62,6192.818277
61.850479,24,6197.090466
65.042687,49,6205.692423
59.588767,19,6209.016561
55.263082,21,6212.691418
52.425272,43,6220.173855
55.888449,15,6222.791677
55.462895,65,6234.114866
65.978242,55,6243.665975
56.695943,16,6246.486291
64.16409,31,6251.913489
58.476718,21,6255.558249
55.433698,13,6257.843371
61.884177,24,6262.0321
52.537083,5,6262.924677
52.959964,6,6264.028056
58.936245,71,6276.794653
59.781385,22,6280.57479
67.394979,38,6286.999684
62.30407,26,6291.361232
68.546835,54,6300.376487
58.54584,17,6303.236118
58.916858,55,6312.427061
53.009732,6,6313.520458
53.510559,8,6314.952745
55.221519,13,6317.130924
54.994712,58,6326.84584
58.625014,65,6337.729524
59.477869,19,6340.935141
59.537684,22,6344.642041
60.497207,55,6353.853731
66.714567,67,6365.065105
60.112261,23,6368.939777
59.18472,63,6379.490512
62.700563,26,6383.860141
60.665089,21,6387.399208
58.654247,19,6390.596627
56.608202,16,6393.275696
57.149442,14,6395.634268
54.966473,41,6402.515336
59.872956,23,6406.463799
62.718787,49,6414.912401
61.365781,23,6418.888264
55.624771,11,6420.824045
62.123919,70,6432.891717
53.835449,9,6434.467507
57.192646,16,6445.317344
58.099677,20,6448.776566
57.480616,15,6451.395334
61.268862,25,6455.560517
61.855612,26,6459.909993
61.393375,22,6463.707031
63.620355,82,6477.835762
56.799849,61,6488.374904
52.645478,44,6495.977513
60.995928,28,6500.808385
60.823297,47,6508.925762
60.65913,21,6512.566231
57.641699,19,6515.870219
59.598131,22,6519.674228
61.452396,23,6523.671607
63.27301,27,6528.366439
59.862151,22,6532.166508
56.067819,20,6535.623394
55.28253,11,6537.554214
67.780543,83,6551.872653
57.116747,14,6554.336975
61.855709,24,6558.504763
60.967057,22,6562.312247
55.37373,22,6566.135565
57.625079,17,6569.082292
52.376915,48,6577.390537
61.006941,23,6581.386615
58.896786,49,6589.870867
57.468745,16,6592.648599
56.215115,15,6595.252024
68.288545,40,6602.118343
59.183858,19,6605.421592
57.407232,16,6608.204026
55.397311,12,6610.301788
56.189334,63,6621.192028
50.058434,1,6621.395425
59.649221,26,6625.904408
61.41452,59,6636.106825
55.19631,12,6638.20694
59.886058,62,6648.929712
54.213669,11,6650.84337
61.899956,26,6655.373775
63.046743,46,6663.318722
61.825525,48,6671.598335
57.499834,15,6674.211726
57.484552,19,6677.50262
53.865061,9,6679.083042
55.327688,11,6681.016129
66.450519,52,6690.000398
54.533255,9,6691.583593
56.301687,15,6694.21055
54.168494,9,6695.780279
61.728224,26,6700.294614
57.534021,15,6702.919402
58.554253,58,6712.95305
59.433403,22,6716.766731
55.291604,42,6724.040303
58.799979,20,6727.516464
52.683289,26,6732.011263
58.826502,17,6734.968009
59.09525,18,6738.102942
58.205477,20,6741.590035
61.447951,58,6751.625877
64.467736,51,6760.430857
62.280715,26,6764.813256
59.429809,63,6775.714863
53.012751,6,6776.783185
58.878526,20,6780.256835
61.672645,24,6784.422992
62.102672,28,6789.241785
53.554237,8,6790.658378
59.277793,43,6806.144994
60.886036,23,6810.137943
63.353587,30,6815.349193
57.005806,15,6817.959137
55.689237,11,6819.881099
53.516625,7,6821.119831
61.006748,23,6825.108236
58.883078,19,6828.416009
56.296706,17,6831.380795
59.041916,18,6834.51639
61.461041,26,6839.045184
58.960169,21,6842.680413
62.172252,25,6847.020695
60.624189,21,6850.670897
62.20947,27,6855.226746
66.980904,50,6863.870238
66.637286,54,6873.204932
54.479254,9,6874.783638
61.449386,23,6878.77167
64.138073,44,6886.377163
53.032844,6,6887.443849
59.993458,20,6890.927837
60.371813,22,6894.755703
50.497931,1,6894.96065
57.6904,61,6905.540552
56.356284,12,6907.623005
58.799393,18,6910.765073
54.609722,9,6912.348971
60.082437,23,6916.448211
64.906728,43,6923.914728
62.920469,28,6928.69643
56.807812,14,6931.141235
62.659994,26,6935.656417
54.544942,9,6937.227965
61.684284,24,6941.407701
56.661385,14,6943.844933
62.213119,25,6948.187224
59.011544,18,6951.32869
67.832057,70,6963.402032
53.676434,8,6964.808863
55.357382,14,6967.255134
49.767879,1,6967.454632
60.793315,56,6977.120441
55.279655,10,6978.87263
64.912197,32,6984.423786
55.631838,30,6989.591698
67.128982,53,6998.729633
57.375116,16,7001.521542
61.692771,25,7005.86406
59.092227,50,7014.522951
60.035314,23,7018.533541
56.797762,13,7020.792391
56.122233,14,7023.233572
61.022448,48,7031.510747
60.046948,22,7035.330594
59.750522,20,7038.805774
58.567064,17,7041.761205
61.170146,24,7045.926349
64.566008,44,7053.502448
57.925632,20,7056.969163
53.625868,13,7059.229737
56.883794,16,7062.021492
65.777714,76,7075.197363
62.639427,27,7079.791744
66.232548,67,7091.430567
57.759559,19,7094.765551
57.894797,26,7099.27739
58.274264,17,7102.25187
66.425578,36,7108.52768
62.717486,70,7120.676583
49.63864,41,7127.790354
59.997302,23,7131.770149
53.859926,9,7133.371677
60.323313,21,7137.017558
63.559591,42,7144.306174
54.372277,10,7146.073065
59.191634,38,7152.658899
56.581145,13,7154.944458
62.737451,25,7159.300882
51.646522,13,7169.131519
62.223877,26,7173.658578
58.807121,21,7177.300597
57.018132,16,7180.105926
58.731031,20,7183.586721
57.29943,17,7186.554176
58.993925,18,7189.688901
58.463386,18,7192.827634
67.85255,39,7199.549674
56.823424,16,7202.326645
56.348572,14,7204.779756
60.521158,24,7208.971764
54.236462,9,7210.556776
59.563684,22,7214.406046
60.613205,24,7218.596376
61.381591,24,7222.779111
59.511572,19,7226.105985
58.311705,48,7234.459087
59.338364,19,7237.774457
56.051953,14,7240.217356
56.791963,14,7242.672675
60.171516,23,7246.672084
57.943463,16,7249.469514
57.70199,17,7252.437815
57.963124,20,7256.229167
59.176017,44,7263.875275
50.46357,1,7264.074849
59.861176,22,7267.914782
53.747519,9,7269.499985
56.475525,13,7271.773315
60.810174,35,7277.857218
60.705559,23,7281.875826
59.664007,22,7285.727225
58.455906,16,7288.512509
66.677847,70,7300.681418
56.402101,20,7304.177911
60.09996,41,7311.278635
56.34391,57,7321.177291
60.736019,66,7332.654385
63.137431,28,7337.52745
62.458852,46,7345.517001
58.075681,16,7348.318274
59.734898,21,7351.992189
64.40519,30,7357.243204
62.255067,28,7362.100542
60.083424,42,7369.404449
60.328556,21,7373.061277
59.97291,21,7376.744592
61.625912,25,7381.117883
61.281738,63,7392.066859
67.783732,70,7404.25548
54.544092,12,7406.375566
58.729996,21,7410.049397
53.364705,8,7411.468791
63.686328,37,7417.906967
62.589423,27,7422.631625
54.226954,9,7424.222689
56.2132,48,7432.578131
64.170499,30,7437.833819
59.859045,20,7441.331758
55.930167,63,7452.312489
57.86944,17,7455.29985
61.409729,24,7459.511171
58.953486,19,7462.835295
54.281478,11,7464.778104
62.537444,25,7469.15412
61.814138,40,7476.12301
62.483922,27,7480.853489
61.962618,24,7485.052804
58.153585,18,7488.199464
58.617833,58,7498.321512
55.714475,14,7500.783231
63.976971,61,7511.429515
57.03176,62,7522.376543
62.734624,52,7539.040398
60.387018,23,7543.074373
61.281301,26,7547.638073
63.682743,30,7552.891958
58.583247,17,7555.877783
54.088478,9,7557.477005
59.393334,20,7560.974086
63.847223,30,7566.213438
57.245045,17,7569.209567
56.293326,13,7571.484349
57.525889,37,7577.939435
63.566767,63,7588.960447
58.10966,18,7592.09492
61.794483,23,7596.103038
59.111746,21,7599.814787
58.069413,21,7603.47775
57.355189,17,7606.463231
59.214931,54,7615.896867
53.555237,7,7617.144631
57.135214,17,7620.139149
58.941371,19,7623.46554
62.007591,69,7635.519517
54.641384,9,7637.113777
54.640665,12,7639.225716
50.571888,31,7644.633335
61.700253,27,7649.397774
60.559916,21,7653.073393
58.017965,18,7656.304436
59.500444,20,7659.895968
61.287708,26,7664.443637
57.064034,15,7667.066764
60.635025,21,7670.800474
56.712464,16,7673.627019
61.963453,24,7677.83041
61.690482,50,7686.545216
57.610532,45,7694.390271
55.285932,18,7697.547909
56.419875,14,7700.010484
57.367427,69,7712.103562
59.820863,23,7716.140684
63.774072,28,7721.023115
60.895685,46,7729.046066
61.822788,75,7742.120706
58.854195,54,7751.535453
57.775986,18,7754.700865
57.152876,15,7757.338628
58.942014,49,7765.868117
54.029983,10,7767.639192
64.104748,29,7772.679847
58.410815,20,7776.163032
58.54559,18,7779.328026
59.477769,20,7782.837979
61.67898,25,7787.221006
62.550447,28,7792.131948
60.276786,23,7796.155604
58.031168,16,7798.964638
61.866786,25,7803.342267
64.446722,30,7808.583974
63.364708,29,7813.687165
59.492551,39,7820.499082
58.240149,26,7825.084515
54.171881,10,7826.846433
59.032577,22,7830.692114
54.72699,12,7832.801465
62.383111,25,7837.165256
61.301326,23,7841.198951
55.171458,12,7843.324988
64.26274,31,7848.765731
56.924185,16,7851.600893
54.758594,10,7853.373358
54.42602,10,7855.141701
59.76885,19,7858.473076
56.556357,17,7861.45536
62.064232,24,7865.630692
60.082965,21,7869.325933
56.875382,18,7872.489528
62.506785,28,7877.40325
58.914991,21,7881.078779
55.1456,14,7883.556138
63.357255,47,7891.740772
63.301042,29,7904.020214
59.073978,20,7907.531784
59.526086,20,7911.041811
56.80133,61,7921.722541
55.661777,12,7923.845089
60.976056,24,7927.915607
62.605209,64,7939.143437
61.111935,24,7943.233207
60.389382,23,7947.247945
58.030686,16,7950.071775
61.962928,24,7954.281392
66.859973,51,7963.189854
61.27152,51,7972.103244
58.869669,18,7975.262935
63.693124,35,7981.366868
57.306848,16,7984.172127
55.215399,12,7986.285657
66.271006,54,7995.775784
62.633521,27,8000.543425
54.588613,19,8003.8745
52.022857,15,8006.511249
60.353092,22,8010.37653
62.147981,70,8022.626116
56.910565,15,8025.269534
55.299342,10,8027.034843
61.105796,24,8031.267545
52.960595,54,8040.728907
59.326757,18,8043.887099
62.261973,28,8048.775982
61.253999,25,8053.188828
60.820081,22,8057.038615
58.145195,18,8060.224694
55.304447,50,8068.995808
57.143905,16,8071.820356
60.023627,19,8075.160576
56.940571,59,8085.50557
62.854255,27,8090.251432
59.33073,22,8094.10942
62.121223,25,8098.494878
60.834985,25,8102.873288
63.212118,27,8107.618466
59.212559,18,8110.793438
55.523399,57,8120.932312
60.977161,40,8127.944993
63.6038,29,8133.055554
56.809415,17,8136.048122
58.343846,16,8138.874284
63.645014,30,8144.157219
51.783308,49,8152.804825
58.383612,21,8156.49998
61.805406,24,8160.713348
63.935913,32,8166.304708
54.034718,8,8167.735001
62.69619,27,8172.50424
55.020769,45,8180.40115
61.89788,26,8184.834759
60.282738,21,8188.55233
57.232611,19,8191.894783
56.206181,15,8194.556324
62.724987,26,8199.116973
62.978921,35,8205.288067
56.69395,33,8211.095004
58.007092,20,8214.623804
60.379372,21,8218.329623
55.425908,11,8220.288756
59.519712,18,8223.453533
54.615345,10,8225.233988
56.970092,51,8234.20301
67.600083,53,8243.514589
52.474413,5,8244.42032
64.182689,46,8252.496023
59.891416,23,8256.546079
54.479191,10,8258.3345
54.221241,11,8267.709064
56.146721,14,8270.183909
60.344111,23,8274.23109
62.314447,24,8278.47422
62.247953,25,8282.890445
63.898404,80,8296.965955
58.171549,18,8300.150496
57.932579,19,8303.503626
60.646637,23,8307.447654
61.348926,25,8311.732431
57.419972,14,8314.214495
53.693778,8,8315.64359
62.634854,27,8320.407685
56.743392,14,8322.894053
54.673392,12,8325.027334
57.208315,19,8328.372863
60.623046,24,8332.609583
58.223892,20,8336.16077
58.424781,18,8339.36506
62.562979,27,8344.161013
63.840576,29,8349.267815
62.694257,44,8357.044967
58.461994,18,8360.242806
57.001053,71,8372.719224
65.85046,48,8381.170658
60.177768,23,8385.249171
57.187402,54,8394.763782
55.485819,12,8396.90323
58.375856,17,8399.906512
59.29351,21,8403.621371
57.292717,17,8406.634423
65.224277,51,8415.608018
57.311089,16,8418.444915
60.0447,19,8421.825049
62.11997,26,8426.461307
59.512858,19,8429.822561
55.078042,10,8431.604232
62.512294,25,8436.018997
58.946356,21,8439.744272
58.267543,19,8443.136481
67.621169,52,8452.294956
59.651275,21,8455.932949
58.497803,21,8459.630524
52.482982,5,8460.540283
55.769392,11,8462.506133
62.467808,27,8467.303312
63.399581,30,8472.597038
66.131917,36,8478.999168
61.65292,25,8483.441428
63.302406,69,8495.641515
59.889643,22,8499.536464
61.956621,24,8503.778434
53.285245,8,8505.218827
62.379792,25,8509.614003
64.31464,30,8514.921109
60.94099,26,8519.396438
61.414533,25,8523.82125
59.096059,22,8527.707674
55.799466,15,8530.363755
67.07909,59,8540.767246
50.636242,59,8551.194444
58.672569,18,8554.397035
59.971386,67,8566.28433
57.418772,19,8569.67324
62.683309,27,8574.462939
60.687888,24,8578.727677
59.665814,24,8582.968886
59.044492,22,8586.854996
63.970415,29,8591.982929
53.893216,27,8596.774089
58.992722,21,8600.50225
63.049097,27,8605.295168
60.725049,23,8609.382477
55.060921,10,8611.179933
61.280325,72,8623.907956
57.66705,17,8626.926073
57.271687,14,8637.759542
54.266685,10,8639.539558
59.742306,33,8645.405529
62.822818,28,8650.377351
56.087993,16,8653.222754
64.360098,30,8658.541598
57.948502,19,8661.914376
61.064232,21,8665.638632
58.575923,57,8675.731214
61.785316,24,8679.993091
62.708091,26,8684.601812
52.726773,19,8687.997523
54.601298,11,8689.970854
62.911805,36,8696.366351
60.081319,21,8700.105455
53.004017,6,8701.199803
56.903587,15,8703.874146
63.481108,28,8708.852586
60.829277,25,8713.382623
50.912182,49,8722.115153
62.733922,27,8726.932504
60.619112,25,8731.397512
63.648262,28,8736.372778
61.76995,24,8740.653569
52.884993,56,8750.653432
57.562959,18,8753.881086
61.801197,24,8758.140381
58.901004,20,8761.716707
56.375709,16,8764.566943
61.235389,22,8768.496293
57.44424,15,8771.161749
61.197217,24,8775.444821
54.211855,9,8777.077089
55.896557,34,8783.134394
65.170471,37,8789.745811
54.577361,11,8791.715414
50.945644,8,8793.160663
59.877587,20,8796.726506
62.04377,26,8801.39907
67.72246,54,8810.993331
56.020614,14,8813.501538
54.280331,9,8815.122183
63.596314,29,8820.262194
63.950686,29,8825.431546
60.87319,23,8829.550168
62.715515,27,8834.389144
55.274815,11,8836.371135
59.593627,22,8840.330122
55.807176,11,8842.309448
58.978742,85,8857.460425
57.649965,71,8870.213545
60.536182,24,8874.501334
60.225766,23,8878.591797
66.960604,50,8887.502804
61.894797,25,8891.965875
62.721407,27,8896.792261
61.508478,22,8900.720089
54.982859,12,8902.871201
56.25404,14,8905.397372
56.170616,19,8908.795908
57.529524,19,8912.17858
57.513955,17,8915.207907
55.903395,13,8917.549285
56.350693,16,8920.418601
60.359992,24,8924.684069
57.478485,18,8927.929429
56.665075,16,8930.797861
55.706542,13,8933.149854
61.379375,65,8944.740207
59.037373,21,8948.500411
57.013936,14,8951.016633
53.544948,8,8952.469221
59.457406,20,8956.057522
60.535726,22,8960.007601
62.673526,78,8973.894077
60.509302,21,8977.654846
62.554139,26,8982.300495
57.363709,18,8985.544375
61.316393,22,8989.514692
63.745313,28,8994.519373
60.164045,22,8998.475993
59.891207,21,9011.534313
56.676934,14,9014.039927
53.028651,21,9017.877864
56.059913,12,9020.050373
56.141526,12,9022.203295
56.070862,12,9024.37065
65.571871,35,9030.5906
59.311181,20,9034.171687
55.667685,55,9044.017713
61.197119,22,9047.952438
57.253471,16,9050.836381
56.881482,15,9053.529996
58.307559,20,9057.115688
59.629895,35,9063.373652
62.430072,26,9068.023477
59.855796,22,9071.960461
58.664954,17,9075.014708
56.429872,16,9077.909122
59.112947,18,9081.208237
62.572227,25,9085.806065
63.275312,39,9093.06051
53.92254,8,9094.56305
53.021057,6,9095.69676
56.972566,17,9098.83442
62.733118,27,9103.861708
52.159323,16,9106.817545
62.688385,25,9111.465831
58.880901,19,9114.992618
61.145427,28,9120.402983
63.245716,29,9126.008491
61.704793,25,9130.566475
60.103911,20,9134.18432
62.352854,25,9138.649179
59.822422,21,9142.421662
53.719132,51,9151.607579
62.733199,68,9163.759921
59.19117,19,9167.179302
63.743337,29,9172.40015
56.776803,17,9175.530072
60.629356,21,9179.299149
63.051251,27,9184.149616
59.555386,20,9187.745642
57.718919,17,9190.804049
54.502895,11,9192.801812
64.649329,36,9199.245495
54.089888,10,9201.062043
54.656929,11,9203.061789
59.882162,77,9216.885009
57.201844,61,9227.840396
59.714094,22,9231.818084
59.57653,19,9235.246034
56.903648,14,9237.782691
63.186201,29,9243.016291
61.063795,32,9248.765893
57.539128,17,9251.845672
54.86174,12,9254.022444
57.486186,17,9257.08972
63.099674,26,9261.770778
63.0262,59,9272.388592
58.239596,16,9275.288217
61.06908,25,9279.790717
62.233038,26,9284.494075
60.494289,21,9288.266458
61.442656,25,9292.78241
51.513555,31,9298.357719
58.949321,21,9302.154863
54.086646,9,9303.811685
62.012037,25,9308.305262
60.795891,23,9312.451381
59.092348,18,9315.844748
55.45393,12,9318.008809
54.579012,11,9320.016814
65.802846,36,9326.548421
63.012515,29,9331.787254
60.935623,21,9335.57081
66.80081,48,9344.205323
61.143814,22,9348.171884
50.52887,1,9348.387766
61.712634,25,9352.915172
60.725215,22,9356.905011
62.770076,27,9361.776915
50.134137,22,9365.751728
64.159433,38,9372.597977
61.863239,26,9377.301845
57.997277,54,9395.602794
58.04371,16,9398.495502
61.466204,55,9408.422005
62.532926,28,9413.469679
61.049656,64,9424.988917
58.300358,62,9436.181144
54.305919,11,9438.188627
59.08887,68,9450.880888
59.328065,21,9454.817337
59.48803,19,9458.346109
59.782848,23,9462.752895
60.059993,20,9467.310221
64.824664,69,9481.0332
62.937193,29,9486.768693
59.994093,79,9502.204565
56.828255,13,9504.731059
56.456589,14,9507.384562
57.541677,15,9510.189633
61.066307,21,9514.141246
54.634541,9,9515.813871
57.308276,14,9518.406803
59.175025,20,9522.098852
60.330882,23,9526.363297
58.4918,18,9529.829011
63.670128,29,9535.258255
60.251759,47,9544.012157
62.048882,25,9548.580022
54.262835,58,9559.14678
60.839007,44,9567.187679
62.511625,62,9578.491045
55.581626,41,9586.112977
61.197149,24,9591.370243
57.982606,19,9595.346539
56.86342,59,9607.703058
56.333516,15,9610.689392
60.500852,24,9615.54941
59.805288,20,9619.626557
61.076488,57,9631.054834
59.626885,21,9635.494961
60.030193,21,9639.907309
61.840706,25,9645.3787
59.88352,21,9650.159897
58.826776,20,9654.445421
63.590482,50,9664.430024
58.105808,20,9668.412878
61.064934,23,9672.969028
54.14726,57,9684.922218
62.33998,31,9691.937232
59.483955,19,9695.777608
54.91626,11,9697.982527
59.455712,22,9702.689227
56.814957,16,9705.872593
57.631385,19,9710.097366
61.033382,25,9714.927313
62.935331,28,9720.452145
55.922103,59,9731.748809
56.218837,30,9737.48816
50.138222,1,9737.713583
64.024866,31,9743.681301
58.670462,18,9747.278636
53.148892,49,9757.530018
56.643594,41,9765.831571
54.610642,11,9768.021779
56.842953,13,9770.608297
62.120378,24,9775.249592
61.826644,24,9780.241361
58.47998,16,9783.648734
54.307904,25,9788.869122
55.451033,40,9807.342954
51.28307,4,9808.219856
49.512814,1,9808.463212
59.469143,23,9813.451745
58.859205,20,9817.66464
59.685131,20,9821.673593
56.889574,41,9830.161085
60.998943,24,9836.053197
57.907039,18,9840.238377
61.554008,24,9845.026675
58.294793,21,9849.56934
61.885761,26,9855.225561
69.550089,58,9866.960903
59.859525,22,9871.424731
62.348506,26,9876.534755
62.702349,26,9881.632613
58.27411,17,9885.078172
56.492619,57,9896.956537
60.450163,36,9904.207246
52.017032,4,9905.013576
57.591027,18,9908.529852
62.221942,36,9915.668957
61.764256,24,9920.397579
56.076775,80,9936.279787
58.910613,22,9940.607305
61.958035,25,9945.477119
62.767344,26,9950.755221
63.34074,28,9956.454543
60.000694,20,9960.474229
57.530087,17,9963.900156
58.44333,21,9968.156125
61.46322,24,9973.00037
64.193515,30,9978.977717
55.542893,15,9982.018441
52.698959,37,9989.556792
55.43185,13,9992.270005
60.756424,21,9996.51547
54.547536,9,9998.369039
60.498949,24,10003.46757
62.002858,54,10014.705837
59.431358,25,10019.721013
62.189871,23,10024.387092
54.473527,10,10026.389716
62.728004,25,10031.592149
56.177739,14,10034.492328
60.103281,46,10044.627168
54.761828,10,10046.85
61.34094,23,10051.85777
59.920892,19,10055.857649
60.523499,24,10060.700356
55.601366,56,10071.893522
64.596645,35,10078.924537
64.538478,36,10086.096238
60.692916,22,10090.458866
58.34768,16,10093.657611
61.852484,24,10098.466995
64.444118,31,10105.07572
58.093435,18,10108.607713
55.043907,62,10121.177061
59.456668,19,10125.093735
62.523746,26,10130.06704
56.392608,66,10142.130086
53.975513,8,10143.61066
57.371188,14,10146.160104
58.770229,55,10156.199782
60.924618,22,10160.203076
55.247497,11,10162.230529
58.949908,20,10165.961292
59.932864,23,10170.138926
58.073328,55,10180.156788
62.196838,25,10184.714576
65.376257,68,10197.060763
57.802166,16,10199.996527
57.03882,15,10202.751721
63.865564,73,10225.248405
59.020334,22,10229.410161
59.748953,20,10233.27237
59.916112,21,10237.26821
65.230295,60,10248.823545
62.992239,68,10262.198252
60.39249,23,10266.597442
62.052032,26,10271.61809
61.922422,25,10276.275988
58.531754,65,10288.481739
61.700732,23,10292.76681
56.486355,13,10295.216888
61.034359,25,10299.960034
59.520777,20,10303.771953
59.815146,32,10310.043448
52.995044,7,10311.428182
50.810182,47,10320.577344
61.504242,24,10325.18036
56.325501,78,10339.801741
57.659968,19,10343.372591
61.046819,53,10353.368774
62.311328,36,10360.172414
58.506493,17,10363.342549
56.809429,13,10365.792168
54.111386,21,10369.799585
60.173626,23,10374.142752
57.697414,18,10377.515868
55.225091,14,10380.159073
52.719573,6,10381.320087
57.996472,25,10385.99376
61.232929,35,10392.565047
53.866021,9,10394.265536
60.211336,20,10398.022272
61.34025,23,10402.359233
62.733433,27,10407.41817
62.482264,25,10412.088976
67.323694,39,10419.385369
62.887987,27,10424.447414
62.445858,25,10429.154587
61.640672,24,10433.696534
62.031241,89,10450.418319
55.049133,13,10452.876068
61.44684,22,10456.993874
64.171811,30,10462.623541
54.944346,13,10465.102831
62.021468,51,10474.646708
61.852747,26,10479.563122
55.954898,12,10481.835618
61.97344,26,10486.749988
55.74018,11,10488.83364
57.036023,15,10491.654843
57.92541,17,10494.868525
59.001537,21,10498.840299
60.759665,24,10503.345319
57.868847,19,10506.943967
68.15972,55,10517.461496
53.691544,9,10519.181739
62.890077,27,10524.359211
63.194483,28,10529.643411
60.229042,22,10533.776997
57.347937,18,10537.193327
60.97881,23,10541.535459
66.623029,52,10551.334104
54.969193,58,10562.281734
54.304911,53,10572.314661
56.505643,64,10584.396952
55.363283,78,10599.147775
58.826605,56,10619.8676
55.294978,14,10622.537671
60.62917,24,10627.092774
55.12497,13,10629.585537
61.698932,31,10635.420023
55.534363,11,10637.534597
58.08803,18,10640.964005
61.594174,25,10645.703846
58.51812,19,10649.301857
64.159652,92,10666.728297
59.401765,22,10670.902764
58.1767,19,10674.519098
