#{"t_start": 1773982596.0599632, "env_id": "None"}
r,l,t
63.232574,27,17422.975272
54.576145,9,17425.24354
61.054796,24,17431.224106
56.608279,16,17435.199634
57.689396,18,17439.716891
57.472839,46,17451.200508
67.222514,54,17476.370122
55.021176,23,17482.095155
64.930202,33,17490.320714
56.639455,17,17494.545744
59.116483,18,17499.037036
56.181191,12,17502.03511
53.051016,6,17503.563866
67.129333,52,17516.490646
56.078179,14,17519.997491
61.700728,24,17525.964898
54.246117,10,17528.482936
58.83603,20,17533.426411
56.066021,13,17536.709863
60.641229,24,17542.682495
57.570248,17,17546.966054
62.680253,26,17553.441231
60.277889,21,17558.687627
60.376614,22,17564.157541
53.080736,7,17565.935132
57.82611,63,17582.139693
62.400493,26,17589.019741
55.915695,63,17605.53451
60.550084,21,17611.048523
55.277395,10,17613.717364
68.472254,82,17634.162788
67.701189,70,17651.672786
53.669955,9,17653.949305
54.041846,8,17655.975186
61.438179,58,17670.456342
60.873654,23,17676.204268
59.068225,45,17687.463945
55.155497,10,17690.007154
57.32513,17,17694.29579
64.948295,31,17702.114236
55.794976,13,17705.379396
54.561828,9,17707.642107
59.967026,22,17713.240625
57.162096,16,17717.275834
61.235077,42,17727.842124
59.853131,23,17733.681779
61.083064,24,17739.650683
61.893343,26,17746.103618
62.789753,26,17752.575847
56.323867,15,17756.316002
61.242256,24,17762.281303
53.688279,9,17764.549891
60.371554,21,17769.791201
57.874245,20,17774.766548
57.522487,53,17787.956393
58.380733,20,17792.951896
59.531082,21,17798.162007
54.215616,45,17809.36824
50.789881,2,17809.909931
57.199895,16,17813.924262
61.491636,23,17819.647998
62.165797,24,17825.60301
62.878238,27,17832.304163
61.526809,23,17838.026334
62.271163,27,17844.740505
61.328577,22,17850.213989
58.200217,19,17854.939637
57.321093,16,17858.947232
53.456624,9,17861.234237
57.648788,63,17876.875503
57.856142,18,17881.411335
60.888873,24,17887.395573
66.022161,36,17896.478575
60.121441,21,17901.714187
62.811881,29,17908.928066
53.004767,6,17910.458478
62.061501,47,17922.179478
63.812642,28,17929.147074
62.30237,26,17935.756678
61.983933,24,17941.759703
59.052898,21,17947.004066
59.849119,22,17952.510013
57.041136,17,17956.771078
59.695515,21,17962.020258
58.99211,21,17967.29264
64.009818,40,17977.296358
54.005121,9,17979.560983
61.88172,26,17996.941022
58.555899,21,18002.325785
63.532829,67,18019.075795
58.1842,18,18023.586686
61.465042,23,18029.356646
62.391628,26,18035.854109
60.940838,22,18041.381359
55.781504,11,18044.155689
57.685514,22,18049.806861
59.154707,20,18054.836958
59.163256,63,18070.644159
65.153481,47,18082.421247
51.107583,37,18091.744067
55.928375,12,18094.799234
64.401034,42,18105.32182
58.285561,17,18109.579656
59.777216,20,18114.614354
61.948355,23,18120.368396
60.032647,37,18129.666985
59.589969,32,18137.69959
58.66614,21,18142.964272
55.219494,14,18146.51639
53.8135,9,18148.788521
55.207834,11,18151.56274
60.168298,23,18157.446089
61.980818,26,18163.981967
54.702095,11,18166.769906
49.889843,1,18167.068313
57.463466,55,18181.013516
59.751179,20,18186.062841
61.64305,24,18192.102968
63.432982,56,18206.29937
60.591253,23,18212.062594
62.711944,29,18219.332283
57.019447,16,18223.396805
63.887661,29,18230.669885
56.624565,16,18234.736961
59.479466,20,18239.826741
55.889393,12,18242.865391
53.831666,9,18245.158007
56.172067,14,18248.696
60.815068,22,18254.245746
64.276728,30,18261.96841
61.436222,69,18280.313016
62.214261,26,18287.13435
58.810959,19,18292.173766
63.920846,49,18304.953334
61.237353,43,18315.977482
57.947134,62,18331.79176
60.638835,23,18337.625904
56.421549,66,18354.421086
50.405789,1,18354.716352
60.352303,22,18360.350749
60.555774,22,18365.938262
57.585456,17,18370.292315
56.624414,16,18374.365503
57.885093,19,18379.228275
56.033694,14,18382.787689
63.38253,29,18390.201967
58.781851,21,18395.525678
53.174103,7,18397.339263
57.932875,21,18402.678632
57.170755,16,18406.769404
55.808089,14,18410.343775
53.115563,44,18421.572155
55.128818,12,18424.643508
52.397759,30,18432.286884
55.642556,16,18436.481198
61.431791,23,18442.688739
61.927069,26,18449.63253
60.870365,24,18456.016284
58.005578,26,18462.776748
56.869859,13,18466.126344
61.135055,67,18483.283086
55.359358,14,18486.873616
58.254346,19,18491.722824
53.350666,42,18502.434034
58.39618,21,18507.857911
61.166096,24,18524.837862
60.701662,23,18530.676095
62.149364,23,18536.507101
60.364965,65,18553.335729
63.626967,29,18560.733027
58.289327,19,18565.590768
61.671794,59,18580.62162
60.568066,23,18586.509888
55.019173,13,18589.838197
57.830961,20,18594.974476
61.857222,25,18601.380944
62.086104,24,18607.505757
61.916953,26,18614.136504
53.30273,11,18616.973734
55.940596,57,18631.560482
55.424594,11,18634.386167
57.51858,16,18638.496071
57.218985,60,18653.837413
57.52337,15,18657.707773
49.535832,1,18658.00319
54.558696,10,18660.579257
61.494271,24,18666.753288
59.045695,18,18671.349694
58.582097,17,18675.719983
55.759573,14,18679.322721
58.877797,21,18684.705983
53.15818,6,18686.290882
59.430726,21,18691.683031
55.338854,11,18694.561057
60.623707,24,18700.7003
57.820651,40,18711.10042
56.492828,14,18714.720414
59.668133,37,18724.207827
60.716793,23,18730.094825
59.622085,40,18740.344761
63.010371,28,18747.524018
61.674046,26,18754.187373
59.386008,21,18759.647569
59.253573,39,18769.566777
62.536044,26,18776.180862
58.583188,19,18781.044103
56.468633,20,18786.108535
63.451462,28,18793.227744
61.23301,22,18798.812029
57.21607,64,18815.091887
58.396258,17,18819.401978
62.99119,27,18826.27068
57.991878,20,18831.375867
59.90449,19,18836.198678
54.488156,10,18838.768514
56.161719,13,18842.140796
62.054409,25,18848.553917
59.922283,20,18853.681421
53.280136,50,18866.427742
56.949652,15,18870.272222
60.293644,22,18875.873559
53.56219,7,18877.678219
62.144037,24,18883.786344
54.618708,10,18886.385776
55.712711,14,18889.978113
59.714187,20,18895.104964
58.199578,18,18899.719412
60.119279,27,18906.644359
53.707561,7,18908.471968
57.362974,19,18913.454933
59.576031,19,18918.39133
54.764431,49,18931.089013
61.494854,23,18937.014043
62.528827,26,18943.710235
55.140743,12,18946.829816
57.926414,19,18951.720537
59.700671,22,18957.402363
65.695939,67,18974.727413
53.681679,10,18977.349304
58.150896,17,18981.693299
59.022594,18,18986.348576
57.091908,45,18997.873541
68.194104,40,19008.113652
60.187355,23,19014.050751
57.163465,15,19017.946973
59.939013,21,19023.401165
64.567756,63,19039.574486
56.466096,14,19043.205667
57.916199,21,19048.667386
59.669907,21,19064.888587
50.332802,1,19065.189616
56.829051,63,19082.043649
57.335146,17,19086.733663
61.118882,40,19097.675462
61.222519,24,19104.176968
60.379499,23,19110.403883
57.080596,16,19114.699708
62.327665,27,19121.716622
55.134474,10,19124.380919
63.139034,60,19140.563312
62.874746,31,19148.844225
62.184546,24,19155.137768
59.656159,23,19161.076038
62.719395,25,19167.606697
63.75102,34,19176.391031
59.987388,34,19185.238035
59.564189,21,19190.690161
59.804605,21,19196.137536
61.152648,22,19201.861178
61.520801,27,19208.854341
60.439084,23,19214.813041
62.403212,28,19222.089846
58.709255,19,19227.038136
61.967088,60,19243.132203
64.340313,30,19251.247468
50.530365,42,19262.350432
56.484884,14,19266.013711
58.260269,19,19270.95753
62.148541,28,19278.236409
59.653919,19,19283.22389
59.950399,19,19288.221999
57.874528,19,19293.180526
53.459142,8,19295.317728
58.277553,68,19312.956766
60.399424,22,19318.67772
63.686025,75,19338.09617
56.514189,13,19341.497017
57.894257,20,19346.827803
61.411819,23,19353.063422
60.576885,23,19359.367277
56.939258,54,19373.741174
61.650934,25,19380.271037
65.78757,65,19397.159762
59.753314,23,19403.165753
59.56048,21,19408.659132
50.476958,1,19408.95642
54.873832,10,19411.581131
54.336487,10,19414.208941
60.755319,23,19420.195589
57.182074,53,19433.937199
56.200293,56,19448.521808
51.652265,40,19458.947298
55.360094,14,19462.64934
60.98008,22,19468.385116
57.922433,64,19485.065981
58.649085,21,19490.637123
57.468776,16,19494.965837
56.695043,61,19511.848564
60.553867,23,19518.102633
54.907926,10,19520.840526
56.03941,15,19524.751732
58.049776,18,19529.511967
58.729178,19,19534.434129
53.75936,25,19541.400072
55.804216,16,19545.712152
58.520451,24,19552.317442
59.934762,27,19559.777747
59.761695,22,19565.902378
54.756616,12,19569.235678
60.32394,20,19574.738449
64.176402,30,19582.971181
56.808351,57,19598.269038
55.569476,11,19601.274542
65.908866,49,19627.191133
53.388265,16,19631.430534
63.235146,28,19638.721884
55.9894,13,19642.183422
55.744614,12,19645.335902
59.814432,22,19651.151882
63.233808,75,19670.7081
61.454258,23,19676.698498
58.479536,16,19680.885651
58.750806,20,19686.119575
49.599373,1,19686.42406
62.363772,61,19702.432539
57.403136,15,19706.378623
58.836378,18,19711.115605
67.05386,81,19732.078734
58.969432,17,19736.500846
58.01474,17,19740.923131
50.700854,46,19752.881868
59.642384,19,19757.924407
57.969204,17,19762.490555
59.102607,19,19767.701261
61.32772,25,19774.598743
67.482831,38,19784.883203
58.287125,20,19790.19204
57.820179,23,19796.42492
64.424643,30,19804.653188
58.467638,21,19810.361843
60.759084,23,19816.60295
64.394921,30,19824.498693
52.626297,5,19825.833518
58.256624,21,19831.401568
53.212487,7,19833.263404
61.927882,25,19839.770764
59.211269,66,19857.110917
62.593443,27,19864.141364
62.788176,26,19870.922213
58.604741,17,19875.377419
63.230387,27,19882.406949
57.785053,16,19886.613085
50.69077,2,19887.184056
57.597438,15,19891.106521
59.409786,39,19901.307827
60.933271,28,19908.621332
61.013286,25,19915.154239
58.720773,21,19920.631796
62.023985,61,19936.539646
60.977944,23,19942.535096
61.901012,25,19949.054122
61.963116,25,19955.543396
53.851581,8,19957.667276
63.043243,26,19964.434927
57.953782,19,19969.406759
57.255071,15,19973.328756
62.369961,25,19979.874668
57.966481,64,19996.535328
58.052287,16,20000.721227
50.030269,1,20001.031456
60.137815,35,20010.195693
60.832047,22,20015.932869
60.26139,21,20021.407334
61.091474,22,20027.13797
60.639949,22,20032.871361
57.532981,32,20041.257064
63.613932,30,20049.111518
61.623079,24,20055.378576
63.45281,65,20072.346567
54.42629,10,20074.987571
59.090212,18,20079.685385
55.749653,20,20084.950672
64.339753,34,20093.829205
61.691961,25,20100.398909
59.327562,27,20107.482353
60.492908,24,20113.85513
57.59439,59,20129.473173
58.246864,19,20134.471764
57.517979,17,20138.963845
60.208346,21,20144.468195
58.383912,20,20149.733459
59.100902,43,20173.27702
67.721392,54,20188.021758
53.261545,8,20190.152598
63.142695,27,20197.246131
62.74328,32,20205.630101
62.626863,27,20212.706457
60.172761,20,20217.969473
62.633841,26,20224.803741
57.207714,15,20228.852072
63.194291,28,20236.547036
60.105928,22,20242.610618
58.472207,17,20247.321642
55.587943,15,20251.407918
59.30967,37,20261.261415
53.671506,17,20265.902961
57.01838,64,20282.772913
63.143965,27,20289.877239
66.918897,67,20307.460642
55.57371,11,20310.356949
61.592365,24,20316.669327
55.741786,11,20319.582668
59.82896,19,20324.577525
53.299796,7,20326.437847
51.875893,42,20337.522964
54.729292,9,20339.919117
63.994122,30,20347.779168
57.318665,18,20352.523781
61.534279,49,20365.396289
50.19182,1,20365.704664
52.283594,32,20374.164193
57.642519,19,20379.188041
57.864511,19,20384.227667
63.194788,28,20391.594809
62.206851,59,20407.130209
59.382899,28,20414.543787
63.807324,40,20425.085078
62.864293,26,20431.967979
55.117706,11,20434.86858
56.687571,57,20449.924884
56.301053,16,20454.149117
61.374475,25,20460.764296
60.858474,24,20467.092221
65.811115,65,20484.249336
62.934988,70,20502.741944
59.005731,17,20507.24201
62.55833,26,20514.113175
56.032625,57,20529.182571
59.130644,19,20534.194386
65.181842,36,20543.713951
57.192887,15,20547.72212
59.973644,21,20553.286436
60.062558,20,20558.563661
58.927977,19,20563.603643
56.109925,16,20567.849597
54.114359,10,20570.527064
53.492561,7,20572.411383
58.335275,20,20577.697629
61.697322,24,20584.048846
61.774372,24,20590.477573
56.73972,16,20594.746259
63.689163,75,20614.542764
60.631323,21,20620.112658
55.494944,12,20623.345197
59.854688,22,20629.164034
60.491926,24,20635.543781
53.73356,9,20637.962188
63.010459,27,20645.116418
60.305832,21,20650.675305
57.452328,16,20654.943004
53.934986,10,20657.61485
56.567122,15,20661.603458
60.65122,22,20667.471626
56.873665,15,20671.474263
57.791463,17,20675.975346
58.586469,17,20680.473729
59.891863,21,20686.069318
59.861674,22,20691.91503
59.797214,20,20697.25631
53.41689,8,20699.388044
57.744985,18,20704.199527
61.517962,22,20720.91181
57.337438,60,20736.855568
57.16277,54,20751.294345
61.707157,24,20757.665918
59.92348,19,20762.741834
53.931224,9,20765.177794
63.569889,64,20782.164932
60.956824,62,20798.678548
65.235463,35,20808.016212
59.689979,20,20813.34765
57.04838,16,20817.63887
59.147941,18,20822.469379
60.228269,22,20828.310297
55.557461,11,20831.253614
58.27514,41,20842.201991
58.320867,18,20847.021639
62.016919,59,20862.701377
52.992702,18,20867.532163
64.687212,75,20887.482645
55.141086,11,20890.456433
61.18629,25,20897.138056
54.850227,44,20908.879806
60.375804,24,20915.262711
60.28522,21,20920.897878
57.714352,15,20924.898149
60.195117,22,20930.758037
64.017029,44,20942.491508
56.824822,13,20945.992204
58.37619,18,20950.808236
53.125812,7,20952.735921
61.494472,25,20959.429437
60.597954,21,20965.067851
59.984885,59,20980.777158
51.064522,38,20990.952973
57.801884,16,20995.267987
55.988327,12,20998.496696
59.26787,22,21004.394282
55.238773,11,21007.371733
53.046913,6,21009.002251
58.840553,62,21025.640986
63.950295,30,21033.651609
58.167204,18,21038.497837
61.287235,25,21045.194263
55.681887,13,21048.703013
59.579211,19,21053.805233
60.149065,20,21059.185593
59.578408,20,21064.535184
62.855646,27,21071.749489
58.418352,20,21077.152134
64.827868,86,21100.132342
67.913384,38,21110.295667
59.095362,18,21115.137496
63.238015,29,21122.92134
60.324125,24,21129.32906
56.274897,15,21133.368342
59.733294,21,21138.991453
60.639126,21,21144.629503
65.530264,49,21157.764921
63.139134,28,21165.269228
62.686057,28,21172.771786
58.028552,18,21177.607282
58.754146,21,21183.247801
58.799322,21,21188.856474
58.002247,30,21196.915932
65.803881,34,21206.01459
62.864652,27,21213.29034
59.333309,77,21233.92806
55.699968,13,21237.45668
56.031141,14,21241.276361
55.189679,10,21243.989569
60.338122,24,21250.437095
62.98379,27,21257.705364
57.85136,19,21262.827017
53.71149,9,21265.279297
58.989323,19,21282.046788
62.169212,24,21288.513173
60.580492,21,21294.184129
54.892376,21,21299.873036
59.851875,22,21305.806226
55.0161,51,21319.666356
58.443169,29,21327.524601
62.281789,26,21334.545575
59.933276,21,21340.236475
63.143082,28,21347.789773
57.51675,18,21352.660951
62.324351,24,21359.158272
54.89841,13,21362.674019
55.697493,12,21365.936403
58.803536,18,21370.820399
56.429925,57,21386.17337
59.413703,19,21391.397302
61.235237,24,21397.883658
53.042345,6,21399.557348
60.555157,24,21406.076489
51.515476,42,21417.514643
60.919368,22,21423.516279
61.373662,24,21430.013963
61.329107,64,21447.360827
60.457555,23,21453.57119
63.591441,28,21461.185726
59.396958,22,21467.165969
58.023753,20,21472.595019
65.566352,47,21485.349332
58.457381,19,21490.515112
64.842479,31,21498.916615
61.724056,26,21505.997488
52.468146,6,21507.674541
55.290115,12,21510.955921
62.181846,24,21517.478554
58.058585,51,21531.306608
58.155665,16,21535.655616
61.119625,22,21541.610505
66.612619,78,21562.702065
62.46638,27,21570.066995
64.867247,48,21583.11516
58.557076,30,21591.300259
55.922571,15,21595.732043
56.642118,16,21600.115307
54.793118,12,21603.42418
62.756445,26,21610.48157
63.281864,28,21618.115725
57.16447,60,21634.499357
58.824055,35,21644.059865
63.43666,61,21660.692531
61.328744,24,21667.244085
55.826145,14,21671.087982
60.569484,21,21676.861551
58.200083,16,21681.265527
61.933207,25,21688.115012
57.999024,20,21693.570423
63.008928,28,21701.21069
63.621261,28,21709.089762
51.17159,4,21710.234758
61.289419,23,21716.685864
58.398602,19,21721.944852
56.171027,13,21725.582024
59.686834,21,21731.386459
61.932375,25,21738.275681
53.316643,7,21740.287603
61.620374,24,21746.882864
62.092254,25,21753.809441
57.176174,18,21758.890566
63.454638,60,21775.092882
58.989804,60,21791.357775
61.417322,47,21804.14568
61.727253,25,21810.899103
59.836962,23,21817.142338
58.94156,18,21821.997002
57.082671,15,21826.094707
59.842436,22,21832.035568
61.669356,24,21849.426368
55.795402,18,21854.300137
62.076718,27,21861.630941
60.350572,21,21867.364702
55.020464,11,21870.352252
60.035424,21,21876.062868
61.547673,24,21882.642302
59.858983,22,21888.73486
61.518414,26,21895.878551
62.316223,24,21902.48052
63.782659,44,21914.682109
60.496057,21,21920.53308
61.446974,25,21927.476695
63.261247,28,21935.162249
64.349128,59,21951.384935
56.869901,13,21954.995948
63.1131,28,21962.6976
59.129573,20,21968.228767
63.696581,30,21976.513611
63.68209,29,21984.4875
60.01087,20,21989.988812
62.279794,59,22006.345619
53.742769,9,22008.840382
56.884104,14,22012.725095
54.432176,9,22015.243535
60.418744,23,22021.597725
59.475684,20,22027.12601
60.231135,38,22037.602618
62.957327,57,22053.375161
60.996929,25,22060.290246
66.056403,64,22078.038336
62.846345,25,22085.042813
63.084668,28,22092.826743
57.92552,16,22097.28882
61.819484,25,22104.245625
54.848331,13,22107.893622
61.11032,24,22114.58474
56.246245,13,22118.23596
64.365818,73,22138.549418
61.626501,24,22145.226338
59.760114,20,22150.798798
61.228628,23,22157.237061
58.740532,22,22163.411022
57.867077,16,22168.143448
59.557979,21,22174.159851
50.268648,1,22174.482658
61.336055,23,22180.993466
54.875029,13,22184.688556
59.94363,21,22190.520731
54.768728,11,22193.673209
55.713563,14,22197.841546
49.484507,26,22205.218458
61.408872,24,22211.952084
62.677984,26,22219.259924
58.474604,17,22224.029023
57.80449,16,22228.538749
58.653985,21,22234.394372
55.733207,13,22238.370028
60.585829,23,22245.159087
56.114903,59,22262.57449
62.211191,27,22270.034873
59.313802,18,22275.007521
56.693716,18,22279.993685
58.354024,16,22284.433805
59.845641,23,22290.803631
63.044297,26,22297.974408
55.960131,13,22301.576566
56.447196,17,22306.293755
60.424021,21,22312.080462
60.516634,23,22318.484844
60.837877,22,22324.610115
62.911182,28,22332.349816
66.343959,35,22342.217996
54.916253,13,22346.02216
51.754049,25,22353.473613
57.029811,31,22362.721038
61.730343,25,22370.053263
58.537853,21,22376.197809
61.453945,26,22383.727822
53.429264,7,22385.808016
59.890504,23,22392.284892
57.015577,14,22396.233967
61.443474,24,22402.958551
55.426217,11,22406.063238
58.130225,17,22410.888308
51.101991,49,22434.610266
56.232494,15,22438.80839
58.758832,21,22444.688825
60.866501,23,22451.098566
52.912152,6,22452.808607
62.261365,40,22463.990236
62.333999,25,22471.014633
58.828749,20,22476.61438
62.12726,57,22492.63782
62.012627,49,22506.366915
59.007199,21,22512.255385
59.781761,19,22517.682164
53.044127,6,22519.434794
54.414826,11,22522.573361
60.562202,22,22528.729566
65.589062,64,22546.694933
57.772366,20,22552.303811
58.280189,24,22559.054996
62.544845,27,22566.666291
53.80853,59,22583.19006
58.579207,43,22595.250923
54.261086,24,22602.002916
59.008519,17,22606.789652
55.75721,12,22610.176837
59.911509,21,22616.076771
58.018523,21,22622.082094
59.55545,50,22636.054144
60.412748,50,22650.120026
63.248668,51,22664.403839
63.101679,28,22672.245263
55.052353,10,22675.079041
66.432189,78,22697.184206
54.718541,10,22700.016116
52.338718,49,22713.767065
58.052118,16,22718.276016
57.830261,57,22734.285527
53.552859,7,22736.304281
55.762192,56,22752.162923
61.388062,23,22758.723443
60.286068,21,22764.847904
61.754665,25,22772.079589
58.598732,18,22777.30835
56.492212,14,22781.321388
54.507306,12,22784.760098
57.576538,19,22790.137681
62.779915,27,22797.775712
60.989691,25,22804.827147
59.550256,62,22822.346987
59.11581,20,22828.036587
48.62503,20,22833.717144
59.659063,23,22840.22186
57.770137,20,22845.894571
56.812219,15,22850.166991
65.451845,47,22863.432353
63.770833,29,22871.645429
56.974499,16,22876.189806
62.229091,24,22882.990409
62.750999,28,22890.956094
54.588207,10,22893.816844
62.040092,26,22901.214799
62.876148,27,22908.889115
56.660771,14,22912.92628
60.867659,24,22919.865406
57.693073,18,22925.018152
62.036612,24,22931.940645
55.841308,15,22936.264655
61.639218,22,22942.588471
57.111696,19,22948.065802
60.155883,22,22954.375084
62.571077,27,22962.217031
62.135223,25,22969.39386
55.610898,13,22973.131896
55.324333,13,22976.922427
56.816721,19,22982.391033
50.469264,1,22982.726369
58.079964,20,22988.548425
64.942387,31,22997.52099
61.113381,24,23004.4056
57.677465,16,23009.024279
58.233586,59,23036.540931
56.494401,62,23054.30796
56.299765,53,23069.566326
62.479068,25,23076.745744
61.972355,26,23084.252301
55.169561,13,23088.034546
58.744705,29,23096.399086
61.842719,23,23103.072041
64.636199,45,23116.161389
59.958855,22,23122.530046
58.415037,24,23129.483782
56.356369,12,23132.972912
56.288164,15,23137.323256
60.873753,24,23144.608356
57.009121,14,23148.641936
61.904219,26,23156.181165
64.609153,40,23167.703393
62.68437,27,23175.486866
63.353457,28,23183.596412
57.04138,18,23188.809648
63.918916,63,23206.949448
52.726275,40,23218.481807
56.712241,23,23225.153227
61.742743,23,23231.797393
60.851208,23,23238.456197
56.488664,15,23242.824868
55.633461,51,23257.645226
60.986257,23,23264.328532
58.347187,22,23270.696103
63.450137,29,23279.078333
61.782751,23,23285.74056
57.524319,15,23290.230301
57.485724,18,23295.431863
54.009594,10,23298.356546
61.651512,23,23304.963959
51.779187,38,23316.002802
59.483895,20,23321.77806
61.512604,40,23333.257684
56.641408,14,23337.30269
58.751876,54,23352.839843
61.798374,25,23360.034561
54.017967,8,23362.366902
53.113944,36,23372.760238
56.421644,14,23376.834265
64.842145,62,23394.739846
61.108715,21,23400.812441
58.049502,21,23406.873894
62.917324,27,23414.650851
56.872469,17,23419.630386
59.158892,21,23425.724736
61.335691,23,23432.363714
56.185875,14,23436.436276
60.039116,51,23451.13497
58.97471,19,23456.652456
53.041318,6,23458.440989
62.688824,29,23466.81327
57.800836,16,23471.421786
61.294728,25,23478.689727
62.342876,26,23486.20644
61.738059,25,23493.416215
58.633188,18,23498.619942
58.904116,22,23505.039476
60.557993,21,23511.091085
57.129329,19,23516.627531
63.922089,29,23525.023484
61.622304,25,23532.223577
56.850671,18,23537.453458
60.059624,23,23544.13554
59.3125,19,23549.622443
59.250336,19,23555.134384
59.439662,19,23560.682109
65.250988,50,23575.18868
58.329263,36,23585.61775
59.223935,22,23591.984175
62.020814,26,23599.502272
61.609078,24,23606.463895
62.037459,27,23614.269063
61.854385,24,23631.355327
51.439794,12,23634.86726
59.461532,22,23641.278909
54.806224,13,23645.083518
60.847005,51,23659.892643
62.156094,27,23667.713993
61.795013,49,23681.915695
55.197778,56,23698.188041
61.351658,22,23704.631648
60.635263,23,23711.307355
58.769323,17,23716.438104
65.834691,67,23736.060045
56.716444,16,23740.753753
57.930992,57,23757.401505
60.664842,49,23771.672771
55.163085,12,23775.201373
61.671976,25,23782.485725
61.206338,25,23789.84349
50.283576,1,23790.186025
50.329271,1,23790.532329
58.27453,17,23795.522144
59.620053,19,23801.072064
64.490061,60,23818.666785
58.624308,19,23824.225898
59.294197,20,23830.114838
53.451472,7,23832.175746
61.815392,25,23839.372458
58.596732,19,23844.871287
59.53274,22,23851.251639
61.519512,66,23870.298085
57.83552,19,23875.795684
58.367141,17,23880.725344
63.351761,28,23888.807583
55.875702,15,23893.178408
50.488433,1,23893.52423
61.366209,23,23900.151208
56.376278,17,23905.131068
60.433252,22,23911.495578
58.30602,20,23917.309377
59.817856,20,23923.123923
54.422266,10,23926.052321
61.398453,42,23938.222625
59.487621,26,23945.792795
59.487379,22,23952.21521
60.533239,23,23959.011762
62.144858,44,23971.960769
61.236587,28,23980.186142
57.544762,15,23984.6245
58.949501,22,23991.099407
62.865981,26,23998.724759
56.356931,12,24002.305691
57.877196,53,24017.83246
57.853886,17,24022.875896
59.931624,23,24029.695974
57.801034,16,24034.39474
58.916676,19,24039.994634
52.484005,31,24049.137642
58.211426,20,24054.994642
59.724118,21,24061.20967
57.837025,18,24066.542254
64.30051,31,24075.679304
58.825395,19,24081.296454
60.329504,21,24087.513318
53.015151,6,24089.331564
61.612993,51,24104.342134
54.557106,11,24107.621492
57.642044,16,24112.348931
68.923668,56,24128.893163
62.333009,24,24135.968486
58.562614,17,24141.02064
56.571021,58,24158.167188
53.504118,7,24160.283975
56.544786,13,24164.154439
58.276518,18,24169.486937
55.823687,12,24173.047532
56.527176,16,24177.804151
64.44661,30,24186.671196
58.134133,18,24192.140615
51.695923,33,24202.019805
61.677927,28,24210.32877
60.404453,21,24216.588599
55.245194,11,24219.854141
59.470486,21,24226.119278
60.568848,55,24253.268069
63.669097,28,24261.564269
57.858974,18,24266.946436
58.297922,17,24272.004038
62.525981,27,24280.002971
61.973292,25,24287.425238
56.621638,15,24291.911961
56.343254,14,24296.119583
62.059619,23,24302.991219
62.995359,46,24316.755308
58.303893,17,24321.826988
57.635247,20,24327.802653
57.12472,18,24333.174165
61.187989,24,24340.332127
57.728214,17,24345.402951
63.217247,28,24353.771877
61.421035,22,24360.35911
60.474168,22,24366.914396
58.301868,17,24372.002484
54.971763,11,24375.330759
54.245282,9,24378.072497
61.081714,23,24384.944913
55.224732,14,24389.159454
57.774999,16,24393.975321
56.353178,20,24399.994661
61.97964,33,24409.854596
52.807266,41,24422.124819
56.461573,16,24426.952492
61.51224,22,24433.558901
56.835408,16,24438.366325
62.313787,24,24445.544201
60.288379,21,24451.848285
59.161945,20,24457.83616
58.623659,58,24475.201329
60.599993,20,24481.192776
57.277031,18,24486.59221
55.815079,14,24490.801879
58.83798,20,24496.819458
60.912862,24,24504.018454
59.060438,19,24509.754118
59.469015,20,24515.750593
57.939782,16,24520.549217
58.327832,17,24525.680842
58.140547,18,24531.09854
57.560653,17,24536.212918
59.828004,23,24543.104583
58.596994,19,24548.849806
57.079723,15,24553.399791
56.131986,15,24557.943373
60.226139,22,24564.527771
56.089352,41,24576.87397
62.469618,25,24584.368173
60.331941,23,24591.278972
60.329508,20,24597.28593
57.585345,15,24601.793772
51.961712,39,24613.536589
60.478801,61,24631.895535
50.264119,1,24632.257839
63.208564,28,24640.662421
58.482057,20,24646.693734
53.654568,8,24649.137296
58.34136,18,24654.565494
59.098529,18,24660.00222
60.862219,22,24666.633145
56.473391,15,24671.155198
58.418205,62,24689.840497
58.472297,63,24708.76588
58.027049,16,24713.603141
65.944312,35,24724.157981
56.490634,36,24735.052592
53.3641,27,24743.248275
61.983269,24,24750.483358
59.451174,36,24761.380153
51.999572,4,24762.637421
58.07068,18,24768.075305
59.011206,19,24773.798884
61.280306,24,24781.093961
58.079702,63,24800.106698
57.401425,45,24813.742773
61.481241,25,24821.300591
64.971113,31,24830.680867
58.797728,20,24836.761747
62.790102,28,24845.211574
60.505622,24,24852.451848
54.759538,10,24865.518992
58.232402,17,24870.686591
60.702565,23,24877.630045
59.149171,27,24885.812421
60.097584,24,24893.089424
61.716342,26,24901.004272
53.68596,9,24903.768041
53.389928,8,24906.222824
60.358668,24,24913.538142
55.070202,13,24917.605471
63.444357,29,24926.327062
59.783265,22,24932.952166
55.614397,11,24936.30079
55.934712,12,24939.963004
60.58296,21,24946.310614
54.056142,8,24948.76293
56.639307,14,24953.033209
60.67807,24,24960.309346
61.431951,25,24967.859082
62.328702,27,24976.022557
59.371303,21,24982.390854
54.556278,9,24985.154088
58.64007,19,24990.89194
58.655566,19,24996.638219
60.316864,20,25002.696249
62.064364,24,25009.933365
57.786539,15,25014.481522
61.761103,23,25021.396963
62.677999,24,25028.621843
55.568157,21,25034.99992
58.846508,20,25041.052022
59.599345,21,25047.414941
56.717945,16,25052.289448
60.919942,24,25059.565404
61.908729,25,25067.10883
